#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_624	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	
ASV_627		Ciliophora	Spirotrichea	Choreotrichida			
ASV_628	Metazoa						
ASV_629		Picozoa					
ASV_632			Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	
ASV_634			Dinophyceae				
ASV_636		Ciliophora	Spirotrichea		Strombidiidae		
ASV_638		Ciliophora					
ASV_639							
ASV_641		Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	
ASV_645			Dinophyceae				
ASV_648			Dinophyceae				
ASV_650	Metazoa	Annelida					
ASV_661	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	
ASV_663			Cryptophyceae	Cryptomonadales			
ASV_669			Dinophyceae				
ASV_671		Cercozoa					
ASV_677			Dinophyceae	Gymnodiniales			
ASV_678							
ASV_679						Telonemia	
ASV_680			Dinophyceae				
ASV_683			Dinophyceae				
ASV_686	Metazoa						
ASV_690		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Pelagostrobilidium	
ASV_692		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_693			Bigyra	Thraustochytrida	Thraustochytriaceae	Aplanochytrium	
ASV_695			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	
ASV_696		Ciliophora	Spirotrichea		Strombidiidae		
ASV_697			Dinophyceae				
ASV_699						Telonemia	
ASV_705		Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Urotricha	
ASV_708		Ciliophora	Spirotrichea	Tintinnida	Xystonellidae	Parafavella	
ASV_712	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Phallusia	
ASV_715							
ASV_725			Dinophyceae				
ASV_726			Bigyra	Nanomonadea			
ASV_729	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_730			Bigyra	Bicosoecida	Cafeteriaceae	Cafeteria	
ASV_731			Dinophyceae	Suessiales	Suessiaceae	Polarella	
ASV_732			Dinophyceae	Gymnodiniales			
ASV_736	Fungi						
ASV_748			Bolidophyceae	Parmales			
ASV_752		Ciliophora	Nassophorea	Microthoracida	Discotrichidae		
ASV_757			Dinophyceae				
ASV_758		Apicomplexa	Conoidasida	Eugregarinorida	Porosporidae		
ASV_760	Metazoa	Ctenophora	Tentaculata	Cydippida	Pleurobrachiidae	Pleurobrachia	
ASV_770			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	
ASV_771							
ASV_772			Dinophyceae				
ASV_775		Ciliophora	Spirotrichea	Choreotrichida			
ASV_779	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe amygdali
ASV_780			Dinophyceae				
ASV_786		Ciliophora	Spirotrichea	Choreotrichida			
ASV_788	Viridiplantae	Chlorophyta					
ASV_795	Metazoa	Annelida	Polychaeta	Terebellida	Cirratulidae	Caulleriella	
ASV_801	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_802		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_813	Metazoa	Porifera	Demospongiae	Poecilosclerida	Tedaniidae	Tedania	
ASV_818			Dinophyceae				
ASV_827	Metazoa	Annelida	Sipuncula	Golfingiida	Phascolionidae	Phascolion	
ASV_829		Cercozoa	Thecofilosea	Ventricleftida			
ASV_833	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	
ASV_837			Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	
ASV_838							
ASV_839			Bigyra	Nanomonadea			
ASV_840							
ASV_841	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_842							
ASV_844	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_846			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	
ASV_851			Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	
ASV_853			Dinophyceae				
ASV_855		Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae	Leegaardiella	
ASV_857		Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Fragilaria	
ASV_858			Bigyra	Nanomonadea			
ASV_859	Metazoa	Annelida					
ASV_860	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	
ASV_861	Metazoa	Arthropoda					
ASV_865	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
ASV_868	Metazoa	Chordata					
ASV_871			Bigyra				
ASV_880		Euglenozoa	Diplonemea		Diplonemidae	Diplonema	
ASV_882							
ASV_884		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales			
ASV_885			Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	
ASV_888		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_889			Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	
ASV_890		Apicomplexa					
ASV_892		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_893	Metazoa						
ASV_898			Dinophyceae				
ASV_899			Dinophyceae				
ASV_903			Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	
ASV_906			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_912		Ciliophora	Spirotrichea		Strombidiidae	Laboea	
ASV_915			Dinophyceae				
ASV_919			Bolidophyceae	Parmales			
ASV_922		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae		
ASV_923				Telonemida		Telonema	
ASV_925			Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	
ASV_926			Dinophyceae				
ASV_931			Dinophyceae				
ASV_932		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_936			Chrysophyceae				
ASV_937		Haptophyta	Rappephyceae	Pavlomulinales	Pavlomulinaceae	Pavlomulina	
ASV_939	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Phallusia	
ASV_940			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	
ASV_942		Bacillariophyta	Mediophyceae	Eupodiscales	Odontellaceae		
ASV_944			Dinophyceae				
ASV_949		Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissura	
ASV_955						Telonemia	
ASV_958			Bigyra				
ASV_960			Dinophyceae				
ASV_962							
ASV_967			Dinophyceae				
ASV_968	Metazoa						
ASV_970			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_973							
ASV_976			Bigyra				
ASV_979			Bigyra				
ASV_980							
ASV_981							
ASV_992		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales			
ASV_995	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Lanice	
ASV_998	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	
ASV_1000		Ciliophora	Spirotrichea				
ASV_1001			Dinophyceae				
ASV_1002		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_1004		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_1006		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_1009	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	
ASV_1013			Dinophyceae				
ASV_1016		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Pelagostrobilidium	
ASV_1019			Dinophyceae				
ASV_1021	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_1025			Bolidophyceae	Parmales			
ASV_1030							
ASV_1034							
ASV_1038	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	
ASV_1044		Cercozoa					
ASV_1045			Dinophyceae				
ASV_1048		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_1049		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_1050			Dinophyceae				
ASV_1053						Telonemia	
ASV_1054		Cercozoa	Thecofilosea	Ventricleftida			
ASV_1055			Cryptophyceae	Pyrenomonadales			
ASV_1064		Ciliophora	Spirotrichea				
ASV_1065			Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	
ASV_1068			Dinophyceae				
ASV_1072							
ASV_1075		Haptophyta					
ASV_1080							
ASV_1086	Metazoa						
ASV_1098		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	
ASV_1105			Dinophyceae				
ASV_1108		Picozoa					
ASV_1116	Metazoa						
ASV_1117							
ASV_1131			Bigyra	Nanomonadea			
ASV_1133			Raphidophyceae	Chattonellales	Chattonellaceae	Heterosigma	
ASV_1134		Ciliophora	Spirotrichea	Choreotrichida			
ASV_1135		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_1136			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	
ASV_1144	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Acrocalanus	
ASV_1145							
ASV_1151			Dinophyceae				
ASV_1159						Telonemia	
ASV_1160			Dinophyceae				
ASV_1161			Cryptophyceae				
ASV_1162		Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae	Leegaardiella	
ASV_1166	Metazoa						
ASV_1168						Telonemia	
ASV_1169		Picozoa					
ASV_1170		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_1171			Dinophyceae				
ASV_1173	Metazoa	Arthropoda					
ASV_1174			Dinophyceae				
ASV_1178	Metazoa	Echinodermata					
ASV_1179		Haptophyta					
ASV_1182			Dinophyceae				
ASV_1188	Metazoa						
ASV_1189	Metazoa	Annelida	Polychaeta	Phyllodocida	Syllidae	Branchiosyllis	
ASV_1190		Haptophyta					
ASV_1195			Bigyra				
ASV_1199			Dinophyceae				
ASV_1200							
ASV_1204			Dinophyceae				
ASV_1205			Dinophyceae				
ASV_1215	Metazoa	Annelida					
ASV_1216							
ASV_1219	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	
ASV_1224							
ASV_1227		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales			
ASV_1229			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	
ASV_1230							
ASV_1233			Dinophyceae				
ASV_1235	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_1241			Dinophyceae				
ASV_1242		Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	
ASV_1243			Bigyra				
ASV_1246		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_1250		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_1255			Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	
ASV_1256			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_1258			Cryptophyceae	Cryptomonadales			
ASV_1261		Picozoa					
ASV_1262		Cercozoa	Imbricatea	Euglyphida	Paulinellidae	Paulinella	
ASV_1263							
ASV_1265			Phaeophyceae				
ASV_1278		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_1279		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Rimostrombidium	
ASV_1280		Cercozoa	Chlorarachniophyceae			Minorisa	
ASV_1281			Bigyra		Pseudophyllomitidae		
ASV_1283							
ASV_1289	Metazoa						
ASV_1293	Metazoa	Annelida	Polychaeta	Sabellida	Sabellidae	Sabella	
ASV_1294							
ASV_1296		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_1297	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	
ASV_1298		Ciliophora					
ASV_1304		Picozoa					
ASV_1305		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_1306							
ASV_1308			Dinophyceae				
ASV_1310			Cryptophyceae				
ASV_1311		Euglenozoa	Euglenida				
ASV_1314			Dinophyceae				
ASV_1316	Metazoa						
ASV_1317		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_1318	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Phallusia	
ASV_1319							
ASV_1320							
ASV_1321							
ASV_1323							
ASV_1327	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales			
ASV_1329	Fungi	Ascomycota					
ASV_1331							
ASV_1332			Dinophyceae				
ASV_1337	Viridiplantae	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae		
ASV_1340							
ASV_1341			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	
ASV_1342			Dinophyceae	Suessiales			
ASV_1344			Cryptophyceae				
ASV_1348		Ciliophora	Spirotrichea		Tontoniidae		
ASV_1351		Picozoa					
ASV_1355		Cercozoa	Thecofilosea			Mataza	
ASV_1360		Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Pleurosigma	
ASV_1361			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	
ASV_1364							
ASV_1368			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	
ASV_1369	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
ASV_1370		Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	
ASV_1374			Dinophyceae				
ASV_1377			Cryptophyceae				
ASV_1384	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe amygdali
ASV_1388	Metazoa						
ASV_1389		Euglenozoa	Diplonemea				
ASV_1391			Centroplasthelida	Pterocystida			
ASV_1395	Metazoa						
ASV_1401			Dinophyceae				
ASV_1403			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_1405		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Lauderiaceae	Lauderia	
ASV_1409			Dinophyceae				
ASV_1410		Ciliophora	Spirotrichea	Choreotrichida			
ASV_1411							
ASV_1414	Metazoa	Annelida					
ASV_1417							
ASV_1420	Metazoa						
ASV_1421							
ASV_1423		Ciliophora	Spirotrichea	Choreotrichida			
ASV_1427			Dinophyceae				
ASV_1428			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	
ASV_1429		Ciliophora	Litostomatea	Haptorida	Didiniidae	Cyclotrichium	
ASV_1437			Dinophyceae				
ASV_1442			Dinophyceae				
ASV_1443	Metazoa						
ASV_1448							
ASV_1449		Cercozoa	Thecofilosea	Cryomonadida			
ASV_1451			Dinophyceae				
ASV_1452			Dictyochophyceae	Pedinellales			
ASV_1454	Metazoa	Chordata					
ASV_1458		Ciliophora	Spirotrichea		Tontoniidae	Pseudotontonia	
ASV_1459	Metazoa						
ASV_1461		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Conticribra	
ASV_1466			Dinophyceae				
ASV_1467			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_1473		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Porosira	
ASV_1475		Cercozoa	Thecofilosea	Cryomonadida			
ASV_1480			Dinophyceae				
ASV_1487			Bigyra	Nanomonadea			
ASV_1492		Picozoa					
ASV_1494							
ASV_1496							
ASV_1498							
