#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1499			Dinophyceae				
ASV_1501							
ASV_1508	Metazoa	Annelida					
ASV_1509		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_1512							
ASV_1514							
ASV_1517		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_1522	Viridiplantae	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	
ASV_1524		Cercozoa					
ASV_1525							
ASV_1527			Dinophyceae				
ASV_1528			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_1529	Metazoa	Annelida	Polychaeta		Maldanidae	Nicomache	
ASV_1533		Ciliophora	Litostomatea				
ASV_1536	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales			
ASV_1539		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_1547		Picozoa					
ASV_1548		Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	
ASV_1549			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	
ASV_1552	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Rhynchomolgidae	Doridicola	
ASV_1553		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	
ASV_1554							
ASV_1555		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_1557			Dinophyceae				
ASV_1560		Ciliophora	Spirotrichea				
ASV_1561						Telonemia	
ASV_1564			Dinophyceae				
ASV_1569			Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	
ASV_1570	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe amygdali
ASV_1572			Dinophyceae				
ASV_1573			Dinophyceae				
ASV_1586						Telonemia	
ASV_1591		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_1596							
ASV_1606		Apicomplexa	Conoidasida	Eugregarinorida	Porosporidae		
ASV_1607		Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Pleurosigma	
ASV_1610			Dinophyceae				
ASV_1611	Fungi						
ASV_1612	Metazoa	Echinodermata					
ASV_1613		Ciliophora	Litostomatea	Haptorida	Didiniidae		
ASV_1616			Dinophyceae				
ASV_1618							
ASV_1622			Bigyra	Nanomonadea			
ASV_1625		Ciliophora	Spirotrichea	Choreotrichida			
ASV_1626		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_1628		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Pelagostrobilidium	
ASV_1632		Haptophyta		Zygodiscales	Braarudosphaeraceae		
ASV_1633			Dinophyceae				
ASV_1638			Dinophyceae				
ASV_1639		Ciliophora					
ASV_1640		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_1641			Dinophyceae				
ASV_1642							
ASV_1650			Dinophyceae				
ASV_1661							
ASV_1662		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Pelagostrobilidium	
ASV_1669			Dinophyceae				
ASV_1672			Dinophyceae	Noctilucales	Noctilucaceae	Noctiluca	
ASV_1673	Metazoa						
ASV_1674	Viridiplantae	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinoderma	
ASV_1676							
ASV_1677		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_1683			Bigyra	Nanomonadea			
ASV_1684							
ASV_1685			Dinophyceae				
ASV_1686		Cercozoa					
ASV_1687		Euglenozoa	Diplonemea				
ASV_1690		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Rimostrombidium	
ASV_1695			Dinophyceae				
ASV_1696							
ASV_1697			Dinophyceae				
ASV_1698							
ASV_1700							
ASV_1701		Cercozoa	Thecofilosea			Mataza	
ASV_1703	Metazoa	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Pantachogon	
ASV_1708		Cercozoa	Thecofilosea	Cryomonadida			
ASV_1713	Metazoa	Porifera	Demospongiae	Tethyida	Tethyidae	Tethya	
ASV_1719			Bolidophyceae	Parmales	Triparmaceae	Triparma	
ASV_1720		Bacillariophyta	Bacillariophyceae	Bacillariales			
ASV_1721		Ciliophora	Spirotrichea	Choreotrichida			
ASV_1732							
ASV_1733			Bigyra	Nanomonadea			
ASV_1742			Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	
ASV_1747		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_1748		Ciliophora	Spirotrichea				
ASV_1749							
ASV_1754							
ASV_1756			Dinophyceae				
ASV_1760			Dinophyceae				
ASV_1762		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Pelagostrobilidium	
ASV_1771		Ciliophora	Litostomatea				
ASV_1772			Dinophyceae				
ASV_1773			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	
ASV_1778	Metazoa	Mollusca	Polyplacophora	Lepidopleurida	Lepidopleuridae	Leptochiton	
ASV_1779						Telonemia	
ASV_1780			Dinophyceae				
ASV_1781			Dinophyceae				
ASV_1782			Dinophyceae				
ASV_1783			Bigyra	Nanomonadea			
ASV_1784			Dinophyceae				
ASV_1786			Bigyra	Nanomonadea			
ASV_1787							
ASV_1796						Telonemia	
ASV_1797		Ciliophora	Colpodea	Cyrtolophosidida	Cyrtolophosididae	Aristerostoma	
ASV_1800	Metazoa	Annelida					
ASV_1802			Dinophyceae				
ASV_1805	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	
ASV_1815							
ASV_1818				Pirsoniales	Pirsoniaceae	Pirsonia	
ASV_1819			Chrysophyceae				
ASV_1820		Haptophyta					
ASV_1826	Fungi	Ascomycota	Dothideomycetes				
ASV_1839	Metazoa	Mollusca	Gastropoda	Nudibranchia	Discodorididae	Discodoris	
ASV_1840			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_1851		Ciliophora	Spirotrichea	Choreotrichida			
ASV_1852		Cercozoa	Thecofilosea	Ventricleftida			
ASV_1853	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	
ASV_1857		Cercozoa	Imbricatea	Thaumatomonadida			
ASV_1873	Fungi	Ascomycota	Dothideomycetes				
ASV_1876			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_1878		Haptophyta		Zygodiscales	Braarudosphaeraceae	Braarudosphaera	
ASV_1879		Picozoa					
ASV_1889			Dinophyceae				
ASV_1890			Dinophyceae				
ASV_1892			Dinophyceae				
ASV_1898	Metazoa						
ASV_1900		Endomyxa	Ascetosporea	Paradiniida		Paradinium	
ASV_1902			Dinophyceae				
ASV_1905		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_1907			Dinophyceae				
ASV_1908			Dinophyceae				
ASV_1909			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	
ASV_1911			Dinophyceae	Suessiales	Suessiaceae	Yihiella	
ASV_1912		Endomyxa		Gromiida	Gromiidae	Gromia	
ASV_1920		Cercozoa	Chlorarachniophyceae			Minorisa	
ASV_1927		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_1928							
ASV_1929	Metazoa	Arthropoda					
ASV_1941		Apicomplexa	Conoidasida	Eugregarinorida	Cephaloidophoridae	Cephaloidophora	
ASV_1943		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_1944			Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	
ASV_1945			Dinophyceae				
ASV_1949			Dinophyceae				
ASV_1950							
ASV_1951			Bigyra	Nanomonadea			
ASV_1952		Apicomplexa	Conoidasida	Eugregarinorida	Porosporidae		
ASV_1953							
ASV_1969			Dinophyceae				
ASV_1971		Cercozoa					
ASV_1972			Bigyra	Nanomonadea			
ASV_1973			Dinophyceae				
ASV_1976							
ASV_1977			Dinophyceae	Suessiales		Dactylodinium	
ASV_1980	Metazoa	Annelida					
ASV_1986							
ASV_1987	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Corycaeidae	Corycaeus	
ASV_1990		Cercozoa	Chlorarachniophyceae				
ASV_1992			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_2002			Chrysophyceae				
ASV_2003		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_2004		Cercozoa					
ASV_2005		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	
ASV_2018			Chrysophyceae				
ASV_2022		Cercozoa	Thecofilosea		Ebriacea	Ebria	
ASV_2023			Dinophyceae				
ASV_2032							
ASV_2034			Cryptophyceae				
ASV_2039	Metazoa	Chordata					
ASV_2043	Metazoa	Annelida	Polychaeta		Chaetopteridae	Chaetopterus	
ASV_2044			Dinophyceae				
ASV_2046							
ASV_2047		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	
ASV_2050	Metazoa						
ASV_2054			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_2063	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae		
ASV_2064		Apicomplexa	Conoidasida	Eugregarinorida	Lecudinidae	Paralecudina	
ASV_2081							
ASV_2083		Ciliophora	Spirotrichea	Choreotrichida			
ASV_2084	Metazoa	Annelida					
ASV_2086			Dictyochophyceae	Florenciellales			
ASV_2089		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales			
ASV_2091			Bolidophyceae	Parmales	Triparmaceae	Triparma	
ASV_2094							
ASV_2100							
ASV_2102	Metazoa	Brachiopoda	Craniata				
ASV_2103		Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	Eucampia	
ASV_2104		Euglenozoa	Kinetoplastea	Neobodonida		Rhynchobodo	
ASV_2124							
ASV_2132	Metazoa	Annelida					
ASV_2133			Bolidophyceae	Parmales	Triparmaceae	Triparma	
ASV_2134		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_2135		Ciliophora					
ASV_2136		Ciliophora	Spirotrichea	Choreotrichida	Lynnellidae	Lynnella	
ASV_2147							
ASV_2149							
ASV_2152			Chrysophyceae				
ASV_2153			Bigyra	Nanomonadea			
ASV_2154			Chrysophyceae				
ASV_2162			Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	
ASV_2163							
ASV_2164		Cercozoa					
ASV_2166			Bigyra	Nanomonadea			
ASV_2181		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	
ASV_2184		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_2185		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_2196	Metazoa						
ASV_2198		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_2207		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_2210	Metazoa						
ASV_2211			Ichthyosporea	Ichthyophonida		Pseudoperkinsus	
ASV_2219			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_2221			Dinophyceae				
ASV_2223						Telonemia	
ASV_2225			Polycystinea	Nassellaria	Cannobotryidae		
ASV_2227							
ASV_2228			Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	
ASV_2229			Bigyra	Thraustochytrida	Thraustochytriaceae		
ASV_2230	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	
ASV_2232			Bigyra				
ASV_2233			Dinophyceae				
ASV_2247			Bigyra				
ASV_2248			Dinophyceae				
ASV_2264			Dinophyceae				
ASV_2279	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_2281						Telonemia	
ASV_2283							
ASV_2285							
ASV_2299			Dinophyceae				
ASV_2300			Phaeophyceae				
ASV_2302		Foraminifera					
ASV_2312			Phaeophyceae	Fucales	Sargassaceae	Sargassum	
ASV_2336			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_2337			Dinophyceae	Suessiales	Suessiaceae	Ansanella	
ASV_2338							
ASV_2340	Metazoa						
ASV_2341			Dinophyceae				
ASV_2355			Phaeophyceae				
ASV_2359		Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissura	
ASV_2360							
ASV_2364			Dinophyceae				
ASV_2365	Metazoa	Rotifera					
ASV_2367		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_2380			Acantharea				
ASV_2385			Dinophyceae				
ASV_2405							
ASV_2406	Metazoa	Annelida					
ASV_2408			Dictyochophyceae	Pedinellales			
ASV_2411		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	
ASV_2417							
ASV_2426							
ASV_2430							
ASV_2431		Cercozoa	Imbricatea	Thaumatomonadida			
ASV_2433			Dinophyceae				
ASV_2443							
ASV_2445		Apicomplexa					
ASV_2446							
ASV_2452		Cercozoa					
ASV_2453		Ciliophora					
ASV_2458							
ASV_2463		Cercozoa	Thecofilosea	Ventricleftida			
ASV_2464							
ASV_2477		Cercozoa	Thecofilosea			Mataza	
ASV_2487							
ASV_2489	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	
ASV_2490			Dictyochophyceae	Pedinellales		Pseudopedinella	
ASV_2491			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	
ASV_2492	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe amygdali
ASV_2493		Apicomplexa	Conoidasida	Eugregarinorida	Cephaloidophoridae		
ASV_2507		Picozoa					
ASV_2512		Cercozoa					
ASV_2529		Oomycota		Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	
ASV_2530			Dinophyceae				
ASV_2531			Dinophyceae				
ASV_2532			Dinophyceae				
ASV_2535		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_2545							
ASV_2548	Metazoa	Mollusca	Gastropoda	Trochida	Trochidae	Cantharidus	
ASV_2549						Telonemia	
ASV_2550	Metazoa	Annelida	Polychaeta	Spionida	Poecilochaetidae	Poecilochaetus	
ASV_2559			Dinophyceae				
ASV_2560	Viridiplantae	Chlorophyta					
ASV_2562		Haptophyta		Prymnesiales			
ASV_2563		Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Notosolenus	
ASV_2564			Bigyra	Nanomonadea			
ASV_2565			Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	
ASV_2566		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_2598							
ASV_2599							
ASV_2600						Telonemia	
ASV_2601		Ciliophora					
ASV_2602			Dinophyceae				
ASV_2603			Dinophyceae				
ASV_2633			Dinophyceae				
ASV_2634							
ASV_2654		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_2656			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_2657		Ciliophora					
ASV_2658	Metazoa						
ASV_2660			Bigyra	Nanomonadea			
ASV_2661	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Pyuridae	Pyura	
ASV_2662	Metazoa	Annelida	Polychaeta	Eunicida	Lumbrineridae	Ninoe	
ASV_2663			Dinophyceae				
ASV_2664							
ASV_2668				Telonemida		Telonema	
ASV_2669	Viridiplantae	Streptophyta					
ASV_2670	Metazoa	Annelida	Polychaeta		Scalibregmatidae	Lipobranchius	
ASV_2681			Acantharea	Arthracanthida	Acanthometridae	Acanthometra	
ASV_2690	Fungi	Basidiomycota	Agaricomycetes				
ASV_2692			Dinophyceae				
ASV_2695							
ASV_2696			Dinophyceae				
ASV_2700							
ASV_2703			Dinophyceae				
ASV_2705		Ciliophora	Spirotrichea	Tintinnida	Codonellidae	Tintinnopsis	
ASV_2707							
ASV_2709							
ASV_2721			Chrysophyceae				
ASV_2724			Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	
ASV_2726			Dictyochophyceae	Pedinellales		Pseudopedinella	
ASV_2728	Metazoa	Annelida	Sipuncula	Golfingiida	Phascolionidae	Phascolion	
ASV_2729							
ASV_2751			Dinophyceae				
ASV_2763			Bigyra	Thraustochytrida	Thraustochytriaceae		
ASV_2767			Dinophyceae				
ASV_2777							
ASV_2778		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_2779		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_2780							
ASV_2787			Dinophyceae				
ASV_2790		Ciliophora					
ASV_2791	Metazoa	Arthropoda					
ASV_2792			Dinophyceae				
ASV_2795		Foraminifera		Rotaliida	Anomalinidae	Cibicidoides	
ASV_2810							
ASV_2811		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_2818							
ASV_2822							
ASV_2825		Apicomplexa	Conoidasida	Eugregarinorida			
ASV_2826							
ASV_2828		Haptophyta					
ASV_2841		Ciliophora	Litostomatea				
ASV_2843		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_2844	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae		
ASV_2847	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	
ASV_2848							
ASV_2849							
ASV_2850		Apicomplexa	Conoidasida	Eugregarinorida	Cephaloidophoridae	Cephaloidophora	
ASV_2851							
ASV_2886		Euglenozoa	Diplonemea		Hemistasiidae	Hemistasia	
ASV_2890		Haptophyta					
ASV_2891		Haptophyta		Prymnesiales			
ASV_2892							
ASV_2901		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_2902							
ASV_2910		Ciliophora	Spirotrichea		Strombidiidae		
ASV_2913							
ASV_2914	Fungi	Basidiomycota	Cystobasidiomycetes			Sakaguchia	
ASV_2917							
ASV_2936							
ASV_2937			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_2938		Ciliophora					
ASV_2939			Cryptophyceae	Cryptomonadales			
ASV_2940	Metazoa	Annelida					
ASV_2941	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Polycirrus	
ASV_2942		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae		
ASV_2943		Discosea	Flabellinia		Vannellidae	Vannella	
ASV_2965	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium	
ASV_2966	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	
ASV_2978	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae		
ASV_2980	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mamiella	
ASV_2981		Ciliophora	Spirotrichea		Strombidiidae		
ASV_2982		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	
ASV_2984			Dinophyceae				
ASV_2985		Ciliophora					
ASV_2988							
ASV_2989		Ciliophora	Phyllopharyngea				
ASV_3004						Telonemia	
ASV_3009		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_3013			Dinophyceae				
ASV_3014		Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Pleurosigma	
ASV_3016							
ASV_3018	Metazoa	Arthropoda					
ASV_3030			Dinophyceae				
ASV_3031		Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
ASV_3035							
ASV_3040	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_3044			Bigyra				
ASV_3051		Cercozoa					
ASV_3082			Dinophyceae				
ASV_3083	Metazoa	Annelida	Polychaeta	Sabellida	Sabellidae	Sabella	
ASV_3084			Synurophyceae	Ochromonadales			
ASV_3089		Haptophyta		Zygodiscales	Braarudosphaeraceae		
ASV_3090			Dinophyceae				
ASV_3092		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_3093		Ciliophora	Spirotrichea		Strombidiidae		
ASV_3095			Dinophyceae				
ASV_3096			Centroplasthelida	Pterocystida			
ASV_3097							
ASV_3099		Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	
ASV_3103			Dinophyceae				
ASV_3104							
ASV_3106						Telonemia	
ASV_3107	Viridiplantae	Chlorophyta					
ASV_3151			Dinophyceae				
ASV_3153			Bigyra				
ASV_3159			Dinophyceae				
ASV_3160		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_3161			Dinophyceae	Gymnodiniales			
ASV_3162	Metazoa	Annelida	Sipuncula	Golfingiida	Phascolionidae	Phascolion	
ASV_3172			Dinophyceae				
ASV_3179			Dinophyceae				
ASV_3180			Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	
ASV_3182							
ASV_3184		Euglenozoa	Diplonemea				
ASV_3186		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_3193			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_3197							
ASV_3200			Cryptophyceae				
ASV_3203	Metazoa	Annelida					
ASV_3206	Metazoa						
ASV_3207	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	
ASV_3208			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_3209			Dinophyceae				
ASV_3240		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_3241	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_3243	Metazoa						
ASV_3244			Phaeophyceae				
ASV_3245		Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Helicotheca	
ASV_3246							
ASV_3247							
ASV_3248							
ASV_3249		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_3250		Cercozoa	Thecofilosea	Cryomonadida			
ASV_3251		Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae		
ASV_3252			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	
ASV_3253							
ASV_3254	Metazoa						
ASV_3255		Picozoa					
ASV_3326		Apicomplexa	Conoidasida	Eugregarinorida		Polyplicarium	
ASV_3327							
ASV_3332			Dinophyceae				
ASV_3333			Bigyra	Nanomonadea			
ASV_3335		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_3336	Metazoa	Chordata					
ASV_3337		Picozoa					
ASV_3338		Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	
ASV_3339	Metazoa						
ASV_3340							
ASV_3349		Cercozoa	Chlorarachniophyceae				
ASV_3350							
ASV_3353							
ASV_3359							
ASV_3364			Dinophyceae	Blastodiniales		Blastodinium	
ASV_3381			Dinophyceae				
ASV_3393			Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	
ASV_3394	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
ASV_3403	Viridiplantae	Chlorophyta	Ulvophyceae			Pirula	
ASV_3404		Ciliophora	Spirotrichea		Strombidiidae		
ASV_3406		Haptophyta		Prymnesiales			
ASV_3407	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Blastobotrys	
ASV_3408	Metazoa	Annelida	Polychaeta		Maldanidae	Metasychis	
ASV_3432		Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Urotricha	
ASV_3433			Dinophyceae				
ASV_3434		Ciliophora	Nassophorea	Microthoracida	Discotrichidae		
ASV_3436		Endomyxa	Ascetosporea	Paradiniida		Paradinium	
ASV_3441							
ASV_3442							
ASV_3445		Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	
ASV_3484							
ASV_3485		Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae		
ASV_3488			Dictyochophyceae	Pedinellales		Pseudopedinella	
ASV_3489	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae		
ASV_3490		Cercozoa	Thecofilosea	Cryomonadida			
ASV_3491		Ciliophora					
ASV_3492	Metazoa						
ASV_3493		Cercozoa					
ASV_3508							
ASV_3509			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_3529		Apicomplexa					
ASV_3534		Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Ceramium	
ASV_3535		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Minidiscus	
ASV_3537			Dinophyceae	Noctilucales	Noctilucaceae	Noctiluca	
ASV_3538							
ASV_3541			Dinophyceae				
ASV_3544			Dinophyceae				
ASV_3546							
ASV_3550							
ASV_3582		Apicomplexa	Conoidasida	Eugregarinorida	Cephaloidophoridae	Cephaloidophora	
ASV_3584		Apicomplexa	Conoidasida	Eugregarinorida	Porosporidae		
ASV_3585	Metazoa						
ASV_3586							
ASV_3588		Endomyxa	Ascetosporea	Paradiniida		Paradinium	
ASV_3589							
ASV_3591	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	
ASV_3592							
ASV_3594		Ciliophora					
ASV_3596	Fungi						
ASV_3597						Telonemia	
ASV_3600			Dinophyceae	Syndiniales			
ASV_3603	Metazoa						
ASV_3609			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_3611	Metazoa	Annelida					
ASV_3615			Bigyra				
ASV_3619							
ASV_3624							
ASV_3632		Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Urotricha	
ASV_3635							
ASV_3669		Apicomplexa	Conoidasida	Eugregarinorida	Urosporidae		
ASV_3688		Oomycota		Peronosporales	Peronosporaceae	Phytophthora	
ASV_3692			Dinophyceae				
ASV_3694	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_3695			Dinophyceae				
ASV_3696		Cercozoa	Thecofilosea	Ventricleftida			
ASV_3697			Dinophyceae				
ASV_3699			Dinophyceae				
ASV_3700							
ASV_3702							
ASV_3703							
ASV_3712	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Phallusia	
ASV_3713	Viridiplantae	Chlorophyta					
ASV_3715			Bigyra	Nanomonadea			
ASV_3716	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales			
ASV_3717			Dinophyceae				
ASV_3718							
ASV_3719							
ASV_3727			Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	
ASV_3730	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae		
ASV_3743		Ciliophora	Oligohymenophorea	Apostomatida	Foettingeriidae	Hyalophysa	
ASV_3749			Bigyra	Nanomonadea			
ASV_3750		Euglenozoa	Diplonemea		Eupelagonemidae		
ASV_3751		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_3753	Metazoa	Arthropoda	Insecta	Hymenoptera	Crabronidae		
ASV_3762			Synurophyceae	Ochromonadales			
ASV_3763							
ASV_3798			Dinophyceae				
ASV_3801			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	
ASV_3802	Metazoa	Porifera	Demospongiae	Dendroceratida	Darwinellidae	Pleraplysilla	
ASV_3803							
ASV_3804			Dinophyceae				
ASV_3805			Dinophyceae				
ASV_3806			Dinophyceae				
ASV_3807	Metazoa						
