#OTUID	GLOMICON_AWI_12	GLOMICON_AWI_16	GLOMICON_AWI_20	GLOMICON_AWI_4	GLOMICON_AWI_8	GLOMICON_NOC_10	GLOMICON_NOC_16	GLOMICON_NOC_22	GLOMICON_NOC_3	GLOMICON_NOC_32	GLOMICON_Roscoff_11	GLOMICON_Roscoff_15	GLOMICON_Roscoff_19	GLOMICON_Roscoff_3	GLOMICON_Roscoff_7
ASV_1805	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	24.0	15.0	19.0	32.0	29.0
ASV_1815	0.0	0.0	0.0	0.0	0.0	11.0	11.0	18.0	39.0	15.0	13.0	4.0	0.0	4.0	7.0
ASV_1818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	28.0	19.0	17.0	30.0
ASV_1819	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	29.0	14.0	13.0	31.0	28.0
ASV_1820	0.0	0.0	0.0	0.0	0.0	10.0	21.0	14.0	39.0	20.0	0.0	0.0	10.0	7.0	0.0
ASV_1826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	42.0	0.0	0.0	28.0
ASV_1839	0.0	0.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	13.0	11.0	14.0	12.0	14.0	29.0
ASV_1851	10.0	0.0	11.0	0.0	0.0	13.0	11.0	10.0	17.0	0.0	18.0	0.0	0.0	17.0	10.0
ASV_1852	8.0	22.0	40.0	22.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1853	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	4.0	6.0	20.0	12.0	12.0	30.0	19.0
ASV_1857	24.0	31.0	43.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1873	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	34.0	0.0	19.0	18.0	40.0
ASV_1876	0.0	0.0	0.0	0.0	0.0	0.0	20.0	8.0	17.0	16.0	23.0	4.0	7.0	0.0	19.0
ASV_1878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	31.0	0.0	44.0	0.0
ASV_1879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	16.0	6.0	13.0	39.0
ASV_1889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	34.0	15.0	11.0	34.0
ASV_1890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	25.0	16.0	11.0	25.0
ASV_1892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	22.0	0.0	22.0	20.0
ASV_1898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	16.0	0.0	39.0	21.0
ASV_1900	0.0	0.0	0.0	0.0	0.0	0.0	17.0	14.0	30.0	0.0	11.0	8.0	0.0	19.0	13.0
ASV_1902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	42.0	16.0	4.0	27.0	18.0
ASV_1905	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	11.0	23.0	17.0	0.0	0.0	0.0	30.0
ASV_1907	0.0	0.0	0.0	0.0	0.0	19.0	22.0	16.0	29.0	25.0	0.0	0.0	0.0	0.0	0.0
ASV_1908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	22.0	0.0	33.0	34.0
ASV_1909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	29.0	0.0	0.0	32.0
ASV_1911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	16.0	0.0	18.0	41.0
ASV_1912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	9.0	16.0	44.0	13.0
ASV_1920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	13.0	11.0	17.0	30.0
ASV_1927	14.0	27.0	35.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1928	0.0	0.0	0.0	0.0	0.0	0.0	10.0	25.0	8.0	22.0	24.0	0.0	2.0	0.0	17.0
ASV_1929	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1941	13.0	3.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	16.0	45.0	0.0
ASV_1943	0.0	0.0	0.0	0.0	0.0	5.0	28.0	0.0	30.0	31.0	0.0	0.0	0.0	0.0	12.0
ASV_1944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	43.0
ASV_1945	0.0	0.0	0.0	0.0	0.0	13.0	34.0	17.0	32.0	10.0	0.0	0.0	0.0	0.0	0.0
ASV_1949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	11.0	14.0	19.0	51.0
ASV_1950	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	13.0	0.0	23.0	11.0	6.0	12.0	30.0
ASV_1951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	25.0	16.0	0.0	16.0	33.0
ASV_1952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	30.0	18.0	24.0	11.0
ASV_1953	10.0	14.0	47.0	13.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1969	16.0	27.0	30.0	23.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	20.0	0.0	27.0	26.0
ASV_1972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	13.0	12.0	9.0	38.0
ASV_1973	10.0	35.0	30.0	21.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1976	0.0	0.0	0.0	0.0	0.0	20.0	18.0	15.0	35.0	15.0	0.0	0.0	0.0	0.0	0.0
ASV_1977	0.0	0.0	0.0	0.0	0.0	0.0	22.0	32.0	30.0	19.0	0.0	0.0	0.0	0.0	0.0
ASV_1980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	24.0	7.0	33.0	27.0
ASV_1986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	28.0	0.0	42.0	19.0
ASV_1987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	12.0	12.0	19.0	13.0
ASV_1992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	19.0	22.0	19.0	11.0
ASV_2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	29.0	28.0
ASV_2004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	23.0	19.0	21.0	12.0
ASV_2018	9.0	6.0	19.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	16.0	7.0	5.0	6.0	21.0
ASV_2022	0.0	0.0	0.0	0.0	0.0	13.0	24.0	0.0	28.0	34.0	0.0	0.0	0.0	0.0	0.0
ASV_2023	0.0	0.0	0.0	0.0	0.0	16.0	10.0	8.0	22.0	21.0	0.0	0.0	0.0	0.0	22.0
ASV_2032	11.0	27.0	27.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2034	28.0	10.0	38.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	22.0	57.0
ASV_2043	0.0	0.0	0.0	0.0	0.0	14.0	13.0	33.0	33.0	5.0	0.0	0.0	0.0	0.0	0.0
ASV_2044	7.0	0.0	0.0	3.0	2.0	0.0	0.0	3.0	19.0	7.0	13.0	7.0	0.0	8.0	29.0
ASV_2046	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	11.0	10.0	0.0	6.0	21.0	35.0
ASV_2050	0.0	0.0	0.0	0.0	0.0	0.0	9.0	10.0	16.0	0.0	21.0	16.0	0.0	25.0	0.0
ASV_2054	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	32.0	18.0	9.0	0.0	19.0
ASV_2063	18.0	14.0	23.0	29.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0
ASV_2081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	15.0	13.0	14.0	33.0
ASV_2083	0.0	0.0	0.0	0.0	0.0	11.0	15.0	11.0	37.0	21.0	0.0	0.0	0.0	0.0	0.0
ASV_2084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	18.0	0.0	27.0	16.0
ASV_2086	41.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	28.0	0.0	40.0
ASV_2091	0.0	0.0	0.0	0.0	0.0	19.0	17.0	8.0	32.0	18.0	0.0	0.0	0.0	0.0	0.0
ASV_2094	18.0	11.0	10.0	42.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2100	20.0	14.0	38.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2102	0.0	11.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	5.0	0.0	17.0
ASV_2103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	22.0	10.0	20.0	19.0
ASV_2124	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	59.0	0.0	2.0	26.0	0.0
ASV_2132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	6.0	9.0	19.0	45.0
ASV_2133	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	25.0
ASV_2134	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2135	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	12.0	48.0	19.0	0.0	0.0	5.0
ASV_2136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	70.0
ASV_2147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	6.0	18.0	37.0	16.0
ASV_2149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	39.0	0.0	0.0	0.0	0.0	0.0	8.0
ASV_2152	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	10.0	15.0	14.0	12.0	15.0
ASV_2153	0.0	0.0	0.0	0.0	0.0	17.0	30.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2154	18.0	33.0	15.0	16.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2162	0.0	3.0	0.0	4.0	0.0	14.0	23.0	6.0	23.0	16.0	0.0	0.0	0.0	0.0	0.0
ASV_2163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	36.0	0.0	0.0	0.0
ASV_2164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	25.0	0.0	12.0	17.0
ASV_2166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	23.0	20.0	7.0	14.0
ASV_2184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	16.0	0.0	14.0	29.0
ASV_2185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	19.0	43.0
ASV_2196	0.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	12.0	0.0	24.0	13.0	7.0	0.0	16.0
ASV_2198	0.0	0.0	0.0	0.0	0.0	8.0	24.0	20.0	18.0	0.0	17.0	0.0	0.0	0.0	0.0
ASV_2207	28.0	8.0	26.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2210	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	13.0	17.0	0.0	30.0	18.0
ASV_2211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	11.0	19.0	21.0	21.0
ASV_2219	15.0	25.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2221	0.0	0.0	0.0	0.0	0.0	12.0	5.0	16.0	27.0	25.0	0.0	0.0	0.0	0.0	0.0
ASV_2223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	30.0	25.0
ASV_2225	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9.0	22.0	11.0	9.0	10.0	0.0	15.0	0.0
ASV_2227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	5.0	22.0	41.0
ASV_2228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	19.0	15.0	24.0	13.0
ASV_2229	0.0	0.0	0.0	0.0	0.0	7.0	37.0	17.0	12.0	11.0	0.0	0.0	0.0	0.0	0.0
ASV_2230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	13.0	7.0	14.0	33.0
ASV_2232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	24.0	0.0	18.0	11.0
ASV_2233	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2247	0.0	0.0	0.0	0.0	0.0	0.0	19.0	9.0	19.0	0.0	0.0	0.0	23.0	13.0	0.0
ASV_2248	0.0	0.0	0.0	0.0	0.0	0.0	5.0	17.0	25.0	36.0	0.0	0.0	0.0	0.0	0.0
ASV_2264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	23.0	17.0	0.0	10.0	24.0
ASV_2279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	20.0	35.0
ASV_2281	6.0	0.0	25.0	0.0	12.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	10.0	14.0
ASV_2283	0.0	0.0	0.0	0.0	0.0	9.0	27.0	26.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	45.0
ASV_2299	17.0	17.0	27.0	12.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2300	0.0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	18.0	8.0	0.0	9.0	17.0	13.0
ASV_2302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	19.0	25.0	9.0	4.0
ASV_2312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	14.0	14.0	10.0	22.0
ASV_2336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	8.0	10.0	14.0	35.0
ASV_2337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	10.0	0.0	9.0	28.0
ASV_2338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	16.0	23.0	0.0	0.0	24.0
ASV_2340	36.0	16.0	13.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	15.0	15.0	0.0	10.0	21.0
ASV_2355	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	17.0	13.0	4.0	19.0	17.0
ASV_2359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	10.0	11.0	12.0	17.0
ASV_2360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	6.0	4.0	24.0	31.0
ASV_2364	0.0	18.0	21.0	32.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2365	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2367	15.0	21.0	27.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2380	11.0	26.0	6.0	29.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	23.0	4.0	24.0	19.0
ASV_2405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	17.0	0.0	9.0	34.0	10.0
ASV_2406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	15.0	0.0	17.0	13.0
ASV_2408	11.0	7.0	0.0	0.0	0.0	9.0	8.0	16.0	16.0	0.0	7.0	0.0	0.0	0.0	0.0
ASV_2417	13.0	11.0	19.0	16.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2426	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	37.0	27.0	0.0	0.0	0.0	0.0	0.0
ASV_2430	8.0	0.0	19.0	28.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2431	37.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2433	0.0	0.0	0.0	0.0	0.0	11.0	0.0	6.0	17.0	17.0	5.0	0.0	0.0	0.0	17.0
ASV_2443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	8.0	9.0	27.0	12.0
ASV_2445	0.0	0.0	0.0	0.0	0.0	10.0	9.0	13.0	11.0	0.0	0.0	13.0	0.0	0.0	16.0
ASV_2446	0.0	0.0	0.0	0.0	0.0	14.0	18.0	9.0	22.0	9.0	0.0	0.0	0.0	0.0	0.0
ASV_2452	0.0	0.0	0.0	0.0	0.0	14.0	5.0	12.0	15.0	26.0	0.0	0.0	0.0	0.0	0.0
ASV_2453	12.0	15.0	12.0	22.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	26.0	28.0
ASV_2463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	35.0	0.0	13.0	12.0	0.0
ASV_2464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	15.0	0.0	18.0
ASV_2477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	13.0	16.0	0.0	17.0	19.0
ASV_2487	0.0	0.0	0.0	0.0	0.0	8.0	9.0	9.0	6.0	6.0	15.0	4.0	0.0	0.0	13.0
ASV_2489	14.0	0.0	16.0	24.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2490	0.0	20.0	18.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2491	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	5.0	0.0	0.0	14.0	0.0	10.0	14.0
ASV_2492	0.0	0.0	0.0	0.0	0.0	15.0	4.0	17.0	26.0	0.0	0.0	0.0	0.0	7.0	0.0
ASV_2493	0.0	0.0	0.0	0.0	0.0	0.0	15.0	13.0	28.0	13.0	0.0	0.0	0.0	0.0	0.0
ASV_2507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	11.0	0.0	27.0
ASV_2512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	0.0	0.0	17.0	0.0	17.0	22.0
ASV_2529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	18.0	33.0
ASV_2530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	8.0	0.0	18.0	20.0
ASV_2531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	13.0	0.0	15.0	12.0
ASV_2532	0.0	4.0	10.0	0.0	0.0	0.0	16.0	0.0	11.0	7.0	7.0	0.0	2.0	11.0	0.0
ASV_2545	8.0	18.0	17.0	17.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	24.0	27.0	0.0
ASV_2549	0.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0	25.0	7.0	5.0	0.0	6.0	9.0
ASV_2550	0.0	0.0	0.0	0.0	0.0	10.0	19.0	15.0	14.0	9.0	0.0	0.0	0.0	0.0	0.0
ASV_2559	0.0	0.0	0.0	0.0	0.0	17.0	21.0	12.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
ASV_2560	0.0	0.0	0.0	0.0	0.0	5.0	13.0	13.0	27.0	3.0	0.0	0.0	5.0	0.0	0.0
ASV_2562	0.0	0.0	0.0	0.0	0.0	0.0	17.0	26.0	0.0	16.0	0.0	0.0	0.0	7.0	0.0
ASV_2563	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0	7.0	0.0	12.0	29.0
ASV_2564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	11.0	19.0	0.0	17.0	12.0
ASV_2565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	15.0	0.0	0.0	13.0
ASV_2566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	7.0	0.0	0.0	29.0
ASV_2598	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	12.0	17.0	0.0	0.0	20.0
ASV_2599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0
ASV_2600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	13.0	0.0	26.0	11.0
ASV_2601	0.0	0.0	24.0	24.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2602	8.0	23.0	16.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2603	20.0	9.0	26.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2633	8.0	0.0	11.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	9.0	29.0
ASV_2654	16.0	13.0	21.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2656	14.0	0.0	6.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	17.0	0.0
ASV_2657	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2658	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	20.0	12.0	2.0	8.0	16.0
ASV_2660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	27.0	0.0	0.0	12.0	21.0
ASV_2661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	19.0	0.0	0.0	0.0
ASV_2662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	9.0	26.0
ASV_2663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	15.0	0.0	22.0	0.0
ASV_2664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	17.0	20.0
ASV_2668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	12.0	0.0	9.0	20.0	10.0
ASV_2669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	14.0	7.0	18.0	11.0
ASV_2670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	0.0	21.0	17.0
ASV_2681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	13.0	0.0	13.0	13.0
ASV_2690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	7.0	0.0	15.0	23.0
ASV_2692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	39.0
ASV_2695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	11.0	14.0	19.0
ASV_2696	0.0	0.0	0.0	0.0	0.0	12.0	6.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2700	19.0	3.0	29.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	10.0	16.0	8.0	8.0	0.0
ASV_2705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	34.0
ASV_2707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	49.0
ASV_2709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	9.0	20.0	13.0
ASV_2721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	5.0	8.0	15.0	17.0
