ASV,domain,supergroup,division,subdivision,class,order,family,genus,species,domain_boot,supergroup_boot,division_boot,subdivision_boot,class_boot,order_boot,family_boot,genus_boot,species_boot
ASV_183,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,Musculus,Musculus_discors,100,100,100,100,100,100,100,100,99
ASV_184,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Euphausia,Euphausia_superba,100,100,100,100,100,100,100,65,65
ASV_185,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,,,100,92,92,92,92,86,86,34,34
ASV_186,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_parkeae,100,100,100,100,100,100,100,100,100
ASV_188,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,,100,98,98,92,86,50,32,32,32
ASV_190,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,,100,77,76,73,65,37,37,37,37
ASV_191,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Tontoniidae,Tontoniidae_X,Tontoniidae_X_sp.,100,100,100,100,100,100,100,76,76
ASV_192,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium_fulvescens,100,100,100,100,100,100,100,100,100
ASV_193,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,100,86,85,78,62,61,51,51,51
ASV_194,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_hispida,100,100,100,100,100,100,100,100,100
ASV_196,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_tenera,100,100,100,100,100,100,82,69,68
ASV_197,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_bravo,100,100,100,100,100,100,100,100,92
ASV_199,Eukaryota,TSAR,Stramenopiles,Gyrista,,,,,,100,81,81,81,15,15,15,7,7
ASV_200,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1C,MAST-1C_sp.,100,100,99,99,85,85,85,85,85
ASV_201,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Capitella,Capitella_sp.,100,100,100,100,100,100,100,100,96
ASV_202,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleria,Biecheleria_halophila,100,100,100,100,100,100,100,99,88
ASV_204,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,100,100,100,100,100,99,99,99,99
ASV_205,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,,98,82,82,74,62,34,26,26,26
ASV_206,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,100,100,100,100,100,100,100,12,12
ASV_207,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Fragilariales,Staurosiraceae,Plagiostriata,Plagiostriata_goreensis,100,100,100,100,100,97,97,97,97
ASV_208,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_sp.,100,100,100,100,100,100,100,100,100
ASV_209,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,100,100,100,100,100,100,100,100,100
ASV_210,Eukaryota,TSAR,Stramenopiles,Gyrista,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus_anophagefferens,100,100,100,100,100,100,100,100,100
ASV_211,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,99,69,67,63,63,63,63,63,63
ASV_212,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-2,MAST-2C,MAST-2C_sp.,100,99,99,98,92,92,92,89,89
ASV_214,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,99,98,98,98,98,98,98,98
ASV_215,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Geminigera,Geminigera_cryophila,100,100,100,100,100,100,100,55,55
ASV_216,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_triestinum,100,100,100,100,100,62,62,62,55
ASV_217,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-7,MAST-7B,MAST-7B_sp.,100,100,100,100,100,100,100,100,100
ASV_218,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,,100,100,100,98,92,72,22,11,11
ASV_219,Eukaryota,Archaeplastida,Picozoa,Picozoa_subdivision_1,Picomonadea,Picomonadida,Picomonadidae,Picomonas,Picomonas_judraskeda,100,100,100,100,100,100,100,100,100
ASV_223,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_rotundata,100,100,100,100,100,93,79,79,76
ASV_224,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,100,100,98,98,98,98,94,94,46
ASV_225,Eukaryota,TSAR,Stramenopiles,Gyrista,Pelagophyceae,Pelagomonadales,Pelagomonadales_clade_B,Pelagomonadales_clade_B2,Pelagomonadales_clade_B2_sp.,100,100,100,100,100,100,100,100,100
ASV_226,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,93,92,56,54,31,19,19,7
ASV_227,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,99,14,13,3,3
ASV_229,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,100,72,66,63,63,55,55,55,55
ASV_230,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae_Clade_D,Prymnesiophyceae_Clade_D_X,Prymnesiophyceae_Clade_D_XX,Prymnesiophyceae_Clade_D_XX_sp.,100,100,100,100,100,99,99,99,99
ASV_231,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_amphioxeia,100,98,98,98,98,98,98,98,98
ASV_232,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_rubrum,100,100,100,100,100,82,80,74,52
ASV_233,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,99,77,77,77,77,76,76,76,36
ASV_234,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa,,100,83,83,83,83,81,71,58,42
ASV_235,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_acuta,100,100,100,100,100,100,100,92,82
ASV_238,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,100,80,78,78,78,78,78,66,66
ASV_240,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1C,MAST-1C_sp.,100,93,89,89,76,76,76,76,76
ASV_241,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,,100,89,87,82,75,75,74,74,49
ASV_242,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis_galbana,100,100,100,100,100,99,96,96,96
ASV_243,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,100,100,100,100,100,100,100,100,100
ASV_244,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,,98,94,94,82,71,35,23,10,7
ASV_245,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,,,100,100,100,100,100,97,87,41,41
ASV_246,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Pseudoperkinsidae,Pseudoperkinsidae_X,,,100,96,96,65,65,65,65,41,29
ASV_247,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,,99,90,89,86,81,49,24,22,5
ASV_248,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_gelidicola,100,100,100,100,100,100,100,100,100
ASV_249,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonadales_XX_sp.,100,100,100,100,100,100,55,55,55
ASV_250,Eukaryota,,,,,,,,,90,14,12,12,12,12,11,11,10
ASV_252,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_gracilis,100,100,100,100,100,100,100,100,100
ASV_253,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,,,,100,100,100,100,100,100,46,44,33
ASV_254,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Oithona,Oithona_sp.,100,100,100,100,100,100,100,80,53
ASV_255,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,100,72,67,58,21,12,12,12,12
ASV_257,Eukaryota,Obazoa,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Pleurobrachia,Pleurobrachia_pileus,100,100,100,100,99,99,99,90,78
ASV_258,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,,96,87,87,83,13,12,12,12,12
ASV_259,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.,100,100,100,100,100,82,81,73,72
ASV_260,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-7,,,100,91,90,84,82,81,80,39,39
ASV_261,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,100,88,88,88,88,88,88,80,80
ASV_262,Eukaryota,TSAR,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae_X,NPK2-lineage,NPK2-lineage_X,NPK2-lineage_X_sp.,100,98,98,98,98,98,98,98,98
ASV_263,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Pectinoida,Placuna,Placuna_placenta,100,100,100,100,93,93,93,84,84
ASV_264,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_nei/rotundata,100,100,100,100,100,71,71,71,71
ASV_266,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-1,MAST-1C,MAST-1C_sp.,100,95,94,94,86,86,86,86,86
ASV_267,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,Odontella_rostrata,100,100,100,100,99,98,98,98,95
ASV_268,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,,100,92,92,90,83,81,81,80,45
ASV_269,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida-Tintinnina,,,,100,100,100,100,100,100,25,25,21
ASV_271,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-2,MAST-2C,MAST-2C_sp.,100,98,97,91,85,85,85,71,71
ASV_272,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,,100,100,100,100,100,71,69,69,16
ASV_273,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Oligotrichida_X,Oligotrichida_XX,Oligotrichida_XX_sp.,100,100,100,100,100,100,62,62,62
ASV_274,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,,100,100,100,100,100,87,80,42,38
ASV_276,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_pygmaea,100,100,100,100,100,98,98,98,51
ASV_277,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_simplex,100,99,99,99,99,99,99,99,99
ASV_278,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_simplex,100,99,99,99,99,99,93,93,66
ASV_279,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,,,,100,100,100,100,90,88,40,40,16
ASV_281,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-7,,,100,95,92,85,82,82,73,47,47
ASV_282,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,Minidiscus_spinulatus,100,100,100,100,100,100,98,60,51
ASV_284,Eukaryota:nucl,Cryptista:nucl,Cryptophyta:nucl,Cryptophyta_X:nucl,Cryptophyceae:nucl,Cryptomonadales:nucl,Cryptomonadales_X:nucl,,,55,55,55,55,55,55,53,45,45
ASV_285,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Acanthoecida,Acanthoecidae_Group_G,Calliacantha,Calliacantha_natans,100,100,100,100,100,100,100,100,100
ASV_286,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_simplex,100,100,100,100,100,100,100,100,100
ASV_287,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,100,100,100,100,100,100,100,100
ASV_288,Eukaryota,TSAR,,,,,,,,98,52,43,43,43,43,43,43,43
ASV_289,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,,93,70,70,58,31,20,14,13,3
ASV_290,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Acartia,Acartia_hudsonica,100,100,100,100,100,100,88,88,88
ASV_291,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,98,98,97,96,43,43,35,35
ASV_292,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Hiatella,Hiatella_arctica,100,100,100,100,100,100,100,100,100
ASV_293,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Ichthyophonida_X,Ichthyophonida_XX,Ichthyophonida_XXX,Ichthyophonida_XXX_sp.,100,100,100,81,81,79,79,79,79
ASV_294,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,100,100,100,100,100,100,100,75,39
ASV_295,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-4,MAST-4A,MAST-4A_sp.,100,100,100,100,100,100,100,93,93
ASV_296,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,98,75,70,68,48,43,43,43,43
ASV_297,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,90,90,88,87,87,87,87,87
ASV_298,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium_fulvescens,100,100,100,100,100,100,100,100,100
ASV_299,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium_viride,100,100,100,100,100,95,92,89,89
ASV_300,Eukaryota,,,,,,,,,90,25,20,8,8,7,7,7,6
ASV_301,Eukaryota,Obazoa,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Sulculeolaria,Sulculeolaria_quadrivalvis,100,100,100,100,100,100,100,85,85
ASV_302,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Cymatosirales,Cymatosiraceae,Brockmanniella,Brockmanniella_brockmannii,100,100,100,100,97,97,97,97,97
ASV_305,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Fragilariales,,,,100,93,93,93,88,60,43,43,43
ASV_306,Eukaryota,,,,,,,,,100,31,31,31,30,30,28,28,28
ASV_307,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-2,MAST-2C,MAST-2C_sp.,99,98,98,95,87,87,87,87,87
ASV_308,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium_veneficum,100,100,100,100,100,94,94,85,85
ASV_310,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Lanice,Lanice_conchilega,100,100,100,100,99,99,99,86,86
ASV_311,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,100,100,100,100,100,100,100,100,70
ASV_312,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,100,86,84,83,80,80,80,80,80
ASV_318,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,99,99,99,99,99,99,99,99
ASV_320,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,100,100,100,100,93,93,93,43,43
ASV_321,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_socialis,100,100,100,100,100,100,100,100,86
ASV_322,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_fusiforme,100,100,100,100,100,77,52,52,52
ASV_323,Eukaryota,Obazoa,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Sulculeolaria,Sulculeolaria_quadrivalvis,100,100,100,100,100,100,100,87,87
ASV_325,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilus,Mytilus_edulis,100,100,100,100,100,100,100,100,81
ASV_326,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Dinophysales,Dinophysaceae,Dinophysis,Dinophysis_caudata,100,100,100,100,100,88,83,76,62
ASV_327,Eukaryota,TSAR,,,,,,,,100,99,44,44,44,44,44,44,44
ASV_328,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,,,,,100,99,99,54,54,36,32,32,32
ASV_329,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,,,100,96,96,96,96,91,79,48,48
ASV_331,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,100,72,71,70,70,62,62,61,61
ASV_332,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-10,MAST-10_X,MAST-10_X_sp.,100,99,99,97,97,97,97,97,97
ASV_333,Eukaryota,Obazoa,Opisthokonta,Metazoa,Bryozoa,Bryozoa_X,Bryozoa_XX,,,100,100,100,100,99,99,99,45,34
ASV_334,Eukaryota,Obazoa,Opisthokonta,Metazoa,Echinodermata,Echinodermata_X,Echinodermata_XX,Leptosynapta,,100,100,100,100,100,100,100,53,25
ASV_336,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Calocalanus,Calocalanus_sp.,100,100,100,100,100,100,100,100,100
ASV_337,Eukaryota,Obazoa,Opisthokonta,Metazoa,Urochordata,Urochordata_X,Appendicularia,Oikopleura,Oikopleura_dioica,100,100,100,100,100,100,100,100,100
ASV_338,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Ostreoida,Ostrea,Ostrea_edulis,100,100,100,100,97,97,97,97,97
ASV_339,Eukaryota,Cryptista,Kathablepharidacea,Kathablepharida,Kathablepharidea,Kathablepharidida,Kathablepharidida_X,Leucocryptos,Leucocryptos_marina,100,85,84,84,84,84,84,84,80
ASV_341,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Oligotrichida_X,Oligotrichida_XX,Oligotrichida_XX_sp.,100,86,86,86,84,83,54,54,54
ASV_342,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Dioithona,Dioithona_oculata,100,100,100,100,100,100,100,62,62
ASV_343,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium_neptuni,100,100,100,100,100,100,100,100,100
ASV_344,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_concaviuscula,100,100,100,100,100,100,99,96,93
ASV_345,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paracalanus,Paracalanus_parvus,100,100,100,100,100,100,100,99,91
ASV_346,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,97,97,93,92,39,24,12,11
ASV_347,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Geminigera,Geminigera_cryophila,100,100,100,100,100,100,100,51,51
ASV_348,Eukaryota,Obazoa,Opisthokonta,Metazoa,Urochordata,Urochordata_X,Appendicularia,Oikopleura,Oikopleura_dioica,100,100,100,100,100,100,100,100,100
ASV_349,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,99,64,63,55,32,29,27,27,27
ASV_350,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,,98,69,65,60,29,16,16,16,16
ASV_351,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,,100,100,100,100,100,68,23,23,23
ASV_352,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_cymbium,100,100,100,100,100,100,100,100,66
ASV_353,Eukaryota,Archaeplastida,Prasinodermophyta,Prasinodermophyta_X,Palmophyllophyceae,Prasinococcales,Prasinococcaceae,Prasinococcus,Prasinococcus_capsulatus,100,100,100,100,100,100,100,100,100
ASV_354,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_sp.,100,100,100,100,99,97,94,59,59
ASV_355,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,,,100,100,100,100,100,99,64,43,43
ASV_356,Eukaryota,,,,,,,,,100,46,46,46,43,43,43,43,30
ASV_357,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,,,,100,100,100,100,100,91,45,23,23
ASV_358,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3E,MAST-3E_sp.,100,100,100,100,100,100,100,100,100
ASV_360,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_hispida,100,100,100,100,100,100,100,100,100
ASV_361,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia_delicatula,100,100,100,99,67,65,65,65,65
ASV_362,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema_dohrnii,100,100,100,100,100,100,100,100,55
ASV_363,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Meganyctiphanes,Meganyctiphanes_norvegica,100,100,100,100,100,99,99,95,95
ASV_364,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,,100,100,100,100,100,97,76,57,18
ASV_365,Eukaryota,TSAR,Stramenopiles,Bigyra,,,,,,96,69,68,54,40,33,27,24,24
ASV_366,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Sagenista_X,MAST-4,MAST-4E,MAST-4E_sp.,100,96,96,96,96,94,93,56,56
ASV_367,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Semibalanus,Semibalanus_balanoides,100,100,100,100,100,100,100,93,93
ASV_368,Eukaryota,TSAR,Rhizaria,Cercozoa,,,,,,100,59,59,59,42,41,40,40,40
ASV_370,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_gelidicola,100,100,100,100,100,100,100,100,100
ASV_371,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Labyrinthulaceae,Aplanochytrium,Aplanochytrium_sp.,100,94,94,93,81,78,75,74,66
ASV_372,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,,,100,99,99,99,99,79,62,47,4
