"","domain","supergroup","division","subdivision","class","order","family","genus","species"
"ASV_10865","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp."
"ASV_10869","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-II","Hydrurales_Clade-II_X","Hydrurales_Clade-II_X_sp."
"ASV_10872","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp."
"ASV_10874","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp."
"ASV_10883","Eukaryota","Obazoa","Opisthokonta","Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_2","Abeoformidae_Group_MAIP_2_X","Abeoformidae_Group_MAIP_2_X_sp."
"ASV_10885","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl","unassigned","unassigned"
"ASV_10887","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-13","Dino-Group-II-Clade-13_X","Dino-Group-II-Clade-13_X_sp."
"ASV_10888","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp."
"ASV_10889","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Paulinellidae","Paulinella","Paulinella_sp."
"ASV_10893","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","unassigned"
"ASV_10898","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp."
"ASV_10905","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV_10907","Eukaryota","TSAR","Alveolata","Ciliophora","Ciliophora_X","Ciliophora_XX","Ciliophora_XXX","Cyclotrichium","Cyclotrichium_cyclokaryon"
"ASV_10911","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_decipiens"
"ASV_10913","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
"ASV_10914","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Teleaulax","Teleaulax_gracilis"
"ASV_10915","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadida_X","Thaumatomonadida_XX","Thaumatomonadida_XX_sp."
"ASV_10918","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium","unassigned"
"ASV_10920","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"ASV_10922","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-23","Dino-Group-II-Clade-23_X","Dino-Group-II-Clade-23_X_sp."
"ASV_10926","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","unassigned","unassigned","unassigned"
"ASV_10928","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp."
"ASV_10929","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ASV_10935","Eukaryota","TSAR","Stramenopiles","Gyrista","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp."
"ASV_10947","Eukaryota","TSAR","Stramenopiles","Gyrista","Pelagophyceae","Pelagomonadales","unassigned","unassigned","unassigned"
"ASV_10949","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp."
"ASV_10950","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-5","Dino-Group-II-Clade-5_X","Dino-Group-II-Clade-5_X_sp."
"ASV_10952","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ASV_10954","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Bicoecales","Bicoecaceae","Bicosoeca","Bicosoeca_sp."
"ASV_10959","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp."
"ASV_10962","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","Dino-Group-II-Clade-4_X","Dino-Group-II-Clade-4_X_sp."
"ASV_10963","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida-Tintinnina","unassigned","unassigned","unassigned"
"ASV_10968","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picozoa_subdivision_1B","Picozoa_subdivision_1B_X","Picozoa_subdivision_1B_XX","Picozoa_subdivision_1B_XXX","Picozoa_subdivision_1B_XXX_sp."
"ASV_10970","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","Fragilariopsis_sp."
"ASV_10971","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadales_Clade-EC1Ga","Paraphysomonadales_Clade-EC1Ga_X","Paraphysomonadales_Clade-EC1Ga_X_sp."
"ASV_10975","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12D","MAST-12D_sp."
"ASV_10979","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_10982","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-8","MAST-8D","MAST-8D_sp."
"ASV_10983","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytriaceae_LAB17","Thraustochytriaceae_LAB17_sp."
"ASV_10985","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp."
"ASV_10986","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis_jahnii"
"ASV_10987","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp."
"ASV_10988","Eukaryota","TSAR","Stramenopiles","Gyrista","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Guinardia","Guinardia_striata"
"ASV_10989","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ASV_10991","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp."
"ASV_10992","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_10994","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","unassigned"
"ASV_10996","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_veneficum"
"ASV_10999","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3A","MAST-3A_sp."
"ASV_11001","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl","unassigned","unassigned"
"ASV_11003","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp."
"ASV_11004","Eukaryota","TSAR","Rhizaria","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_11006","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas-lineage_X","Cryothecomonas-lineage_X_sp."
"ASV_11008","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl","unassigned","unassigned"
"ASV_11012","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp."
"ASV_11013","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp."
"ASV_11014","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp."
"ASV_11020","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa","unassigned"
"ASV_11022","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ASV_11024","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_X","Ochromonadales_XX","Ochromonadales_XX_sp."
"ASV_11027","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-30","Dino-Group-II-Clade-30_X","Dino-Group-II-Clade-30_X_sp."
"ASV_11028","Eukaryota","TSAR","Rhizaria","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_11029","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp."
"ASV_11030","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriacea","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp."
"ASV_11032","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","Dino-Group-II-Clade-4_X","Dino-Group-II-Clade-4_X_sp."
"ASV_11035","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Filosa-Thecofilosea_XX","Filosa-Thecofilosea_XXX","Filosa-Thecofilosea_XXX_sp."
"ASV_11037","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp."
"ASV_11038","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporomycetes_XX","Peronosporomycetes_XXX","Peronosporomycetes_XXX_sp."
"ASV_11039","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp."
"ASV_11040","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Balechina","Balechina_pachydermata"
"ASV_11041","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae","Rhodomonas","Rhodomonas_sp."
"ASV_11046","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ASV_11047","Eukaryota","Haptista","Centroplasthelida","Centroplasthelida_X","Pterocystida","Pterocystida_X","Pterocystida_XX","Pterocystida_XXX","Pterocystida_XXX_sp."
"ASV_11048","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp."
"ASV_11050","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"ASV_11051","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiophyceae_Clade_B4","Prymnesiophyceae_Clade_B4_X","Prymnesiophyceae_Clade_B4_X_sp."
"ASV_11054","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ASV_11055","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Euplotia","Aspidiscidae","Aspidisca","unassigned"
"ASV_11057","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","unassigned","unassigned","unassigned"
"ASV_11058","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp."
"ASV_11059","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytriaceae_LAB17","Thraustochytriaceae_LAB17_sp."
"ASV_11062","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Ditylum_brightwellii"
"ASV_11064","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp."
"ASV_11065","Eukaryota","TSAR","Stramenopiles","Gyrista","Bolidophyceae","Parmales","Parmales_env_3","Parmales_env_3A","Parmales_env_3A_sp."
"ASV_11066","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_11068","Eukaryota","Obazoa","Apusomonada","Apusomonada_X","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Apusomonadidae_Group-1_XX_sp."
"ASV_11069","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-20","Dino-Group-II-Clade-20_X","Dino-Group-II-Clade-20_X_sp."
"ASV_11070","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp."
"ASV_11075","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_11076","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","unassigned"
"ASV_11078","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca_sp."
"ASV_11079","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","Tripos_candelabrus"
"ASV_11080","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ASV_11081","Eukaryota","TSAR","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","LC104-lineage","LC104-lineage_X","LC104-lineage_X_sp."
"ASV_11084","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp."
"ASV_11086","Eukaryota","TSAR","Stramenopiles","Gyrista","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia_delicatula"
"ASV_11089","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_danicus"
"ASV_11090","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp."
"ASV_11091","Eukaryota","TSAR","Stramenopiles","Gyrista","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma_eleuthera"
"ASV_11093","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASV_11094","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp."
"ASV_11095","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium","unassigned"
"ASV_11096","Eukaryota","Obazoa","Opisthokonta","Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_1","Abeoformidae_Group_MAIP_1_X","Abeoformidae_Group_MAIP_1_X_sp."
"ASV_11097","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp."
"ASV_11100","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl","Plagioselmis:nucl","Plagioselmis_lacustris:nucl"
"ASV_11101","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Ulvophyceae","Ulvales-relatives","Ulvales-relatives_X","Ulva","Ulva_laetevirens"
"ASV_11102","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3J","MAST-3J_sp."
"ASV_11103","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax_membranaceae"
"ASV_11105","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","unassigned","unassigned"
"ASV_11108","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_11110","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_11111","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp."
"ASV_11112","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","unassigned","unassigned","unassigned","unassigned"
"ASV_11115","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiophyceae_Clade_B3","Prymnesiophyceae_Clade_B3_X","Prymnesiophyceae_Clade_B3_X_sp."
"ASV_11116","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_Group_L","Choanoflagellatea_XXX_Group_L_X","Choanoflagellatea_XXX_Group_L_X_sp."
"ASV_11118","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Discotrichidae","NASSO_1","NASSO_1_sp."
"ASV_11120","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ASV_11121","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp."
"ASV_11128","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp."
"ASV_11133","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"ASV_11134","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp."
"ASV_11135","Eukaryota","TSAR","Stramenopiles","Gyrista","Pelagophyceae","Pelagomonadales","Pelagomonadales_clade_B","Pelagomonadales_clade_B1","Pelagomonadales_clade_B1_sp."
"ASV_11136","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-26","Dino-Group-II-Clade-26_X","Dino-Group-II-Clade-26_X_sp."
"ASV_11137","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytriaceae_X","Thraustochytriaceae_X_sp."
"ASV_11139","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Blastodiniaceae","Blastodinium","Blastodinium_contortum"
"ASV_11142","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp."
"ASV_11144","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp."
"ASV_11146","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12A","MAST-12A_sp."
"ASV_11148","Eukaryota","Obazoa","Opisthokonta","Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_2","Abeoformidae_Group_MAIP_2_X","Abeoformidae_Group_MAIP_2_X_sp."
"ASV_11149","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-3","Dino-Group-I-Clade-3_X","Dino-Group-I-Clade-3_X_sp."
"ASV_11152","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-17","Dino-Group-II-Clade-17_X","Dino-Group-II-Clade-17_X_sp."
"ASV_11156","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp."
"ASV_11157","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp."
"ASV_11160","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"ASV_11162","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas","Thaumatomonas_sp."
"ASV_11165","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"ASV_11167","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae","Pleurasiga","Pleurasiga_reynoldsii"
"ASV_11168","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastigaceae_X","Crustomastigaceae_X_sp."
