# Constructed from biom file
#OTU ID	G8r-AWI19	G19r-AWI7	G12r-NOC23	E-G2-NOAA29	G22r-DAL24	E-G16-NOC11	E-G27-eMock2-2	G4r-ROS16	G7r-NOC20	E-G14-ROS20	E-G13-NOAA23	G5r-NOC4	G10r-ROS4	G26r-NOAA5	G24r-AWI15	G18r-NOAA6	G21r-NOC33	E-G3-DAL6	G9r-NOAA17	E-G28-eMock2-7	G23r-NOAA12	G17r-DAL12	G25r-ROS8	E-G36-bMock27	E-G6-DAL18	E-G15-AWI3	E-G30-eMockB-18	E-G29-eMockA-11	E-G32-bMock2	G11r-DAL30	E-G35-bMock22	G20r-ROS12	E-G31-eMockB-20	E-G34-bMock20	E-G1-AWI11	E-G33-bMock9	taxonomy
ac7de6dea3802c20770f47c5dfb46b8c	0.0	0.0	33.0	0.0	0.0	33.0	0.0	0.0	47.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	1527.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cnidaria; c__Hydrozoa; o__Siphonophorae; f__Siphonophorae; g__Siphonophorae; s__uncultured_eukaryote
ff1f5eb6453692ae58c0e30d0314aa44	0.0	0.0	32.0	0.0	0.0	12.0	0.0	0.0	18.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__uncultured_eukaryote
7ff189eae50082cbeaf9255390b99d13	0.0	0.0	32.0	0.0	0.0	6.0	0.0	0.0	13.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gymnodiniphycidae; f__Suessiaceae; g__uncultured; s__uncultured_eukaryote
48df9f80a5365681c6be90100a03fc0f	0.0	0.0	31.0	0.0	0.0	5.0	0.0	4.0	12.0	6.0	0.0	9.0	1.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Peridiniales; f__Peridiniales; g__Protoperidinium; s__uncultured_dinoflagellate
1e42a3423167b9f1c1c3914d8bedced9	0.0	0.0	30.0	8.0	0.0	30.0	0.0	6.0	46.0	9.0	3.0	50.0	0.0	11.0	0.0	0.0	157.0	0.0	3.0	0.0	6.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I; s__uncultured_Duboscquella
f2720c6fbe78c6fa705c0f383163e162	0.0	0.0	28.0	0.0	0.0	7.0	0.0	30.0	16.0	14.0	0.0	28.0	54.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cercozoa; c__Novel_Clade_2; o__Novel_Clade_2; f__Novel_Clade_2; g__Novel_Clade_2; s__uncultured_eukaryote
d068bb309cca54b999a04f5b9443473b	0.0	0.0	28.0	0.0	0.0	28.0	0.0	2.0	49.0	2.0	2.0	53.0	2.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__uncultured_Syndiniales
e0d975722e39472ff4f2c92e9c9dad95	0.0	0.0	26.0	0.0	0.0	12.0	0.0	0.0	28.0	0.0	0.0	20.0	0.0	2.0	0.0	0.0	27.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Chlorophyta; c__Prasinophytae; o__Prasinophytae; f__Prasinophytae; g__Prasinophytae; s__Pycnococcus_provasolii
4c19627900ecb199abcb3f1f3db6beb3	0.0	0.0	25.0	0.0	0.0	17.0	0.0	28.0	57.0	2.0	0.0	60.0	11.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Peridiniales; f__Peridiniales; g__Amphidiniopsis; s__Dinophyceae_sp.
9e8c8cab3b379d5a9d1a98670e8f619d	0.0	0.0	23.0	0.0	0.0	20.0	0.0	0.0	95.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Choreotrichia
a169cab03c1ca325e7183a705f09fec2	0.0	0.0	23.0	0.0	0.0	22.0	0.0	7.0	90.0	0.0	0.0	72.0	6.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ochrophyta; c__Pelagophyceae; o__Pelagomonadales; f__Pelagomonadales; g__Aureococcus; s__Aureococcus_anophagefferens
3c93cccf925e6a660870bd0986d3c35e	0.0	0.0	23.0	4.0	9.0	15.0	0.0	16.0	49.0	4.0	0.0	56.0	21.0	3.0	0.0	11.0	63.0	3.0	0.0	0.0	11.0	14.0	22.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	21.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__MAST-7; c__MAST-7B; o__MAST-7B; f__MAST-7B; g__MAST-7B; s__uncultured_marine
c18c4a9e8e48195720f6481e35d0b8c1	0.0	0.0	20.0	0.0	36.0	9.0	0.0	29.0	18.0	7.0	0.0	25.0	20.0	0.0	2.0	0.0	26.0	9.0	0.0	0.0	0.0	35.0	20.0	0.0	37.0	2.0	0.0	0.0	0.0	16.0	0.0	32.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__MAST-1; c__MAST-1B; o__MAST-1B; f__MAST-1B; g__MAST-1B; s__uncultured_eukaryote
bd0ce1d37fc3550e17e5acd359c5afb5	0.0	0.0	20.0	0.0	0.0	9.0	0.0	0.0	22.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Chlorophyta; c__Prasinophytae; o__Prasinophytae; f__Prasinophytae; g__Prasinophytae
7abd4662765f8542bd83f75a2d1b5e2e	0.0	0.0	20.0	0.0	0.0	7.0	0.0	30.0	8.0	3.0	0.0	30.0	16.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cercozoa; c__Chlorarachniophyta; o__Chlorarachniophyta; f__Chlorarachniophyta; g__NOR26; s__uncultured_marine
643188b36218e1f86e1f578b0c7168d3	0.0	0.0	20.0	0.0	0.0	13.0	0.0	0.0	13.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Annelida; c__Polychaeta; o__Spionida; f__Spionida; g__Spionida
8e2eb4ca156ef05f87c7089549da6e6d	0.0	0.0	20.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Annelida; c__Polychaeta; o__Spionida; f__Spionida; g__Spionida; s__Poecilochaetus_serpens
44c707f4f03258f48977db9e351ce573	0.0	0.0	19.0	0.0	0.0	11.0	0.0	1.0	16.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales
acb0537f462856222fe91dc255aa9f7e	0.0	0.0	19.0	0.0	0.0	19.0	0.0	0.0	49.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia; g__Strombidium; s__uncultured_ciliate
cd5aff5c8b8df1ff4bc0199a7297cd05	0.0	0.0	19.0	0.0	0.0	3.0	0.0	2.0	21.0	0.0	5.0	15.0	0.0	5.0	0.0	11.0	15.0	0.0	0.0	0.0	9.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Chlorophyta; c__Clade_VII; o__Subclade_B; f__Subclade_B; g__Subclade_B; s__uncultured_eukaryote
146140b52482120b3618dc7cd17c558b	0.0	0.0	18.0	7.0	18.0	11.0	0.0	99.0	9.0	23.0	5.0	28.0	177.0	5.0	0.0	17.0	44.0	11.0	0.0	0.0	14.0	29.0	86.0	0.0	19.0	0.0	0.0	0.0	0.0	12.0	0.0	144.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Picozoa; c__Picomonadida; o__Picomonadidae; f__Picomonadidae; g__Picomonas; s__uncultured_eukaryote
44981d83fabb70a0f5eebaf4cb5e94c4	0.0	0.0	18.0	0.0	0.0	2.0	0.0	3.0	36.0	2.0	0.0	28.0	5.0	0.0	0.0	17.0	40.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Kathablepharidae; c__Kathablepharidae; o__Kathablepharidae; f__Kathablepharidae; g__Leucocryptos
cd01d7c32b0edffcfb40ebc3c2ed110f	0.0	0.0	18.0	5.0	2.0	4.0	0.0	10.0	20.0	0.0	3.0	11.0	6.0	7.0	0.0	8.0	17.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	20.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__OLI51059; s__uncultured_eukaryote
a866c642424d6579571242704848db68	0.0	0.0	18.0	0.0	13.0	16.0	0.0	12.0	31.0	3.0	0.0	20.0	14.0	0.0	0.0	3.0	24.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Thalassiosira; s__uncultured_Skeletonema
5e8c2ebae8d5cd288afc393eab37f8a7	0.0	0.0	18.0	0.0	3.0	8.0	0.0	0.0	20.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ochrophyta; c__Pelagophyceae
9de2e42836b3fc62c1569a0dddd3437a	0.0	0.0	18.0	0.0	0.0	4.0	0.0	0.0	11.0	0.0	0.0	21.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae
aefcdc14804a93155a90a51ba0f789e8	0.0	0.0	17.0	0.0	0.0	5.0	25.0	193.0	25.0	41.0	0.0	38.0	236.0	0.0	0.0	0.0	44.0	0.0	0.0	13.0	0.0	0.0	161.0	23.0	0.0	0.0	21.0	18.0	20.0	0.0	19.0	231.0	25.0	25.0	0.0	18.0	d__Eukaryota; p__Picozoa; c__Picomonadida; o__Picomonadida; f__Picomonadida; g__Picomonadida; s__uncultured_Zygnematales
ebe84a8d0decbb54f909e5c17aac1965	0.0	0.0	16.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	19.0	10.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae
27d1f16f7d6f275dd59055f9a51d0983	0.0	0.0	16.0	0.0	0.0	4.0	0.0	42.0	40.0	7.0	0.0	28.0	57.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cercozoa; c__Thecofilosea
58ed2b4d416bc916b490468dc1bc518a	0.0	0.0	15.0	0.0	0.0	12.0	0.0	0.0	16.0	2.0	0.0	19.0	50.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae
e970a8f5caf0170fa5ad39af355ebe68	0.0	0.0	15.0	0.0	0.0	3.0	0.0	0.0	42.0	0.0	0.0	32.0	1.0	0.0	2.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ochrophyta; c__Pelagophyceae
b60270e536129b02368cdae8cedc46c1	0.0	0.0	15.0	0.0	0.0	24.0	0.0	0.0	26.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_II; g__Syndiniales_Group_II
e9a6f1a4c7ffa32637f3ce41bc8921e1	0.0	0.0	15.0	0.0	0.0	7.0	0.0	6.0	13.0	0.0	0.0	18.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Incertae_Sedis; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Telonema
9e84d3848f9dce84e151fe2f5bde41b5	0.0	0.0	14.0	29.0	7.0	7.0	0.0	39.0	20.0	11.0	18.0	25.0	22.0	52.0	0.0	73.0	58.0	6.0	2.0	0.0	29.0	5.0	29.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	41.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales; g__Geminigera
3160605c02a497bc1c9941229e04db3f	0.0	0.0	14.0	0.0	6.0	4.0	0.0	12.0	7.0	2.0	0.0	10.0	8.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae; f__Chlorophyceae; g__Chlorophyceae; s__Chlamydomonas_parkeae
efe548004f9e9a3c9b98b29ce43b7e70	0.0	0.0	14.0	0.0	8.0	6.0	0.0	0.0	17.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Dinophysiales; f__Dinophysiales; g__Sinophysis; s__uncultured_marine
d358306eabbf50563bf48b70f8278ae6	0.0	0.0	14.0	0.0	11.0	11.0	0.0	0.0	18.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	34.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia; g__Oligotrichia
6e251af5337dd611a757695d3f39b0a1	0.0	0.0	13.0	0.0	3.0	3.0	0.0	3.0	4.0	0.0	0.0	11.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	0.0	d__Eukaryota; p__Holozoa; c__Choanoflagellida; o__Acanthoecida; f__Acanthoecidae; g__Pleurasiga; s__Pleurasiga_minima
79bcca2c9ac8e597cce09b6b9b45393e	0.0	0.0	13.0	5.0	0.0	11.0	0.0	1.0	23.0	0.0	4.0	32.0	17.0	10.0	0.0	27.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae
c841c1a9c591bf2bb7e262c2d7f0665c	0.0	0.0	13.0	0.0	2.0	4.0	0.0	13.0	13.0	4.0	0.0	8.0	3.0	2.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales
df727a22fc768626bca04b31b1113991	0.0	0.0	13.0	0.0	4.0	7.0	0.0	9.0	22.0	4.0	0.0	16.0	16.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales
d76bd762cd10aa40ad904c6e9b90d8e7	0.0	0.0	13.0	4.0	0.0	3.0	0.0	0.0	4.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cercozoa; c__Thecofilosea
5eda7e32d278e74d086471883433b7c4	0.0	0.0	13.0	0.0	16.0	11.0	0.0	40.0	17.0	6.0	0.0	17.0	47.0	0.0	0.0	0.0	24.0	4.0	0.0	0.0	0.0	17.0	22.0	0.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	36.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales; g__Cryptomonadales; s__uncultured_eukaryote
f2bb6e62a8d1906edd79a25c490e3c9a	0.0	0.0	12.0	0.0	0.0	4.0	0.0	46.0	25.0	21.0	0.0	11.0	99.0	2.0	0.0	0.0	22.0	0.0	5.0	0.0	10.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	61.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__uncultured; f__uncultured; g__uncultured; s__uncultured_dinoflagellate
3a66151a38f67459d6ebefd2883f0d73	0.0	0.0	12.0	7.0	51.0	11.0	0.0	73.0	86.0	20.0	12.0	24.0	110.0	17.0	0.0	8.0	27.0	18.0	3.0	0.0	25.0	55.0	58.0	0.0	56.0	0.0	0.0	0.0	0.0	43.0	0.0	77.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales; g__Teleaulax; s__Teleaulax_amphioxeia
b306535037197c7c1210517f99a6beb5	0.0	0.0	12.0	0.0	0.0	5.0	0.0	7.0	15.0	0.0	0.0	16.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Incertae_Sedis; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Telonema
5ea5cad08c2243ed0f8be2f2274d17d0	0.0	0.0	11.0	0.0	0.0	5.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_III; g__Syndiniales_Group_III
af225399f0aadfffee7abc5e8ea3b06f	0.0	0.0	11.0	0.0	0.0	5.0	0.0	0.0	7.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I
20d9ec6436517d6095320f50f7ff8ccd	0.0	0.0	11.0	0.0	0.0	12.0	0.0	0.0	23.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales_Group_I; g__Syndiniales_Group_I
0823dcd48052f9c8087ec0332ce05748	0.0	0.0	11.0	5.0	0.0	6.0	0.0	77.0	5.0	14.0	0.0	7.0	73.0	3.0	0.0	9.0	11.0	0.0	3.0	0.0	7.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Picozoa
1f538c50977a3d91b6ed80151c28d1ea	0.0	0.0	10.0	0.0	0.0	13.0	0.0	6.0	11.0	3.0	0.0	27.0	11.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya
c2f9653f24f98d25ddc0a08c19596512	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales
15e91260b2c4524dce7068e112e7b6bb	0.0	0.0	10.0	0.0	0.0	11.0	0.0	0.0	10.0	0.0	2.0	8.0	0.0	3.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia; g__Strombidium
71a59be3fd65df326436488d582ec42f	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	10.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales
351423ffd8c136e5fd4253cb3e8f2c7c	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Oligotrichia
96b8acd4a078c947b55f896075cf795d	0.0	0.0	10.0	0.0	0.0	23.0	0.0	42.0	27.0	4.0	0.0	22.0	34.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales
e9cbdaff5418a50e3d74615d50684d1c	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cryptophyceae; c__Cryptophyceae; o__Cryptomonadales; f__Cryptomonadales; g__Teleaulax; s__Teleaulax_amphioxeia
565f2fd5c45fff429f7ee23570cd73bd	0.0	0.0	10.0	5.0	0.0	6.0	0.0	24.0	16.0	2.0	4.0	8.0	19.0	0.0	0.0	12.0	37.0	0.0	0.0	0.0	7.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	36.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__MAST-4; c__MAST-4; o__MAST-4; f__MAST-4; g__MAST-4
21c918ee6e1616aed1573c39695173dc	0.0	0.0	10.0	0.0	0.0	5.0	0.0	0.0	9.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Choreotrichia; g__Pelagostrobilidium
37f593add6586c734b137cf3a605a50c	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Protaspidae; g__Protaspis; s__uncultured_Rhizaria
