#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2685			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_2687	Metazoa	Arthropoda	Insecta				
ASV_2704		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis pouchetii
ASV_2708	Metazoa	Porifera	Demospongiae	Tethyida	Tethyidae	Tethya	
ASV_2710			Phaeophyceae	Fucales	Fucaceae	Silvetia	
ASV_2711			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_2712			Ichthyosporea				
ASV_2713			Bigyra	Thraustochytrida	Thraustochytriaceae		
ASV_2714	Metazoa	Arthropoda	Hexanauplia				
ASV_2717			Bigyra				
ASV_2732			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_2735		Bacillariophyta	Mediophyceae	Eupodiscales	Parodontellaceae	Trieres	Trieres mobiliensis
ASV_2737			Dinophyceae				
ASV_2738		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis rex
ASV_2739		Bacillariophyta	Mediophyceae				
ASV_2775			Dinophyceae	Gonyaulacales	Pyrocystaceae	Dissodinium	Dissodinium pseudolunula
ASV_2777		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_2780		Bacillariophyta					
ASV_2782	Metazoa	Annelida	Polychaeta		Opheliidae	Ophelia	Ophelia bicornis
ASV_2783			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_2784		Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis	
ASV_2785		Bacillariophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	Amphora arcus
ASV_2786	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus furcatus
ASV_2788			Dinophyceae				
ASV_2792		Ciliophora	Spirotrichea		Strombidiidae		
ASV_2796			Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	
ASV_2804		Ciliophora	Spirotrichea		Strombidiidae		
ASV_2805							
ASV_2818		Haptophyta		Isochrysidales	Isochrysidaceae	Isochrysis	Isochrysis galbana
ASV_2825		Bacillariophyta					
ASV_2827		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	Melosira arctica
ASV_2830		Bacillariophyta	Mediophyceae				
ASV_2838			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_2839		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_2842			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_2856			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium dominans
ASV_2862			Bolidophyceae	Parmales			
ASV_2865		Ciliophora	Spirotrichea	Tintinnida	Codonellidae	Tintinnopsis	
ASV_2866			Dinophyceae				
ASV_2867			Dinophyceae	Thoracosphaerales	Thoracosphaeraceae		
ASV_2869			Dinophyceae				
ASV_2882			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_2883			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_2885			Dinophyceae				
ASV_2888		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_2903			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_2907		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis rex
ASV_2910		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_2912			Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	
ASV_2918			Dinophyceae				
ASV_2926		Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Urotricha	
ASV_2936			Dinophyceae				
ASV_2937			Dinophyceae				
ASV_2941		Ciliophora	Spirotrichea		Strombidiidae		
ASV_2943		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_2945			Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	
ASV_2947		Cercozoa					
ASV_2956			Dinophyceae				
ASV_2958			Dinophyceae				
ASV_2968			Dinophyceae				
ASV_2969		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_2970		Ciliophora	Spirotrichea	Tintinnida	Xystonellidae		
ASV_2972		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_2973			Bigyra				
ASV_2974		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_2988		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_2989		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_2992		Ciliophora	Spirotrichea		Tontoniidae	Pseudotontonia	Pseudotontonia simplicidens
ASV_2994			Dinophyceae				
ASV_3005			Dinophyceae				
ASV_3012			Dinophyceae				
ASV_3014		Picozoa					
ASV_3017		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_3025		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae		
ASV_3026	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	
ASV_3044	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium	Eudendrium racemosum
ASV_3048			Dinophyceae				
ASV_3050		Ciliophora	Litostomatea	Haptorida	Didiniidae	Cyclotrichium	Cyclotrichium cyclokaryon
ASV_3053			Dinophyceae				
ASV_3055			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_3057			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium spirale
ASV_3060		Picozoa					
ASV_3062			Bigyra				
ASV_3064			Dinophyceae				
ASV_3065		Bacillariophyta					
ASV_3077			Dinophyceae				
ASV_3078			Bigyra	Thraustochytrida	Thraustochytriaceae		
ASV_3095		Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Helicotheca	Helicotheca tamesis
ASV_3108			Dinophyceae				
ASV_3112			Bigyra				
ASV_3118			Dinophyceae				
ASV_3119							
ASV_3136			Dinophyceae				
ASV_3138			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_3139			Dinophyceae				
ASV_3141			Dinophyceae				
ASV_3145		Cercozoa	Thecofilosea				
ASV_3149		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_3156		Ciliophora	Colpodea	Cyrtolophosidida	Cyrtolophosididae	Aristerostoma	
ASV_3162			Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	Dictyocha octonaria
ASV_3163							
ASV_3164		Ciliophora	Spirotrichea		Strombidiidae		
ASV_3166			Dinophyceae				
ASV_3170			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_3171		Bacillariophyta	Coscinodiscophyceae				
ASV_3184			Dinophyceae				
ASV_3187			Bigyra				
ASV_3200		Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Steenstrupiella	
ASV_3201		Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	
ASV_3207		Cercozoa	Thecofilosea			Mataza	Mataza hastifera
ASV_3214			Dinophyceae				
ASV_3223		Bacillariophyta	Fragilariophyceae	Licmophorales	Licmophoraceae	Licmophora	Licmophora reichardtii
ASV_3231			Phaeophyceae	Fucales	Sargassaceae	Coccophora	Coccophora langsdorfii
ASV_3240		Ciliophora	Spirotrichea		Strombidiidae	Strombidium	
ASV_3241			Dinophyceae				
ASV_3244			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_3246		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis rex
ASV_3262	Metazoa	Annelida	Polychaeta	Sabellida	Sabellidae	Chone	
ASV_3263			Chrysophyceae				
ASV_3264	Metazoa	Annelida	Polychaeta		Scalibregmatidae	Lipobranchius	Lipobranchius jeffreysii
ASV_3268		Ciliophora	Spirotrichea		Strombidiidae		
ASV_3269		Ciliophora	Spirotrichea		Strombidiidae		
ASV_3271		Cercozoa	Thecofilosea			Mataza	
ASV_3285		Ciliophora	Spirotrichea		Tontoniidae	Pseudotontonia	
ASV_3288		Haptophyta					
ASV_3289		Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	Parastrombidinopsis	Parastrombidinopsis shimi
ASV_3290		Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Stephanodiscus	
ASV_3291			Dinophyceae				
ASV_3318							
ASV_3319		Ciliophora	Spirotrichea	Choreotrichida			
ASV_3320	Metazoa	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris	Lumbrineris latreilli
ASV_3322	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Polycirrus	
ASV_3324			Dinophyceae				
ASV_3325			Dinophyceae				
ASV_3326			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_3332			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium spirale
ASV_3335			Dinophyceae				
ASV_3337	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Pyuridae	Microcosmus	Microcosmus sabatieri
ASV_3339		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_3340							
ASV_3341			Dinophyceae	Gymnodiniales	Ceratoperidiniaeceae	Ceratoperidinium	Ceratoperidinium falcatum
ASV_3370		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Bacterosira	
ASV_3371		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Lauderiaceae	Lauderia	Lauderia annulata
ASV_3372			Bigyra				
ASV_3373		Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	
ASV_3374			Dinophyceae				
ASV_3375			Dinophyceae				
ASV_3378			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_3379			Dinophyceae	Abediniales	Abediniaceae	Abedinium	Abedinium dasypus
ASV_3410		Bacillariophyta	Fragilariophyceae	Licmophorales	Licmophoraceae	Licmophora	Licmophora reichardtii
ASV_3411			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium spirale
ASV_3414			Dinophyceae				
ASV_3417		Ciliophora	Spirotrichea	Tintinnida	Undellidae		
ASV_3418			Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	Dictyocha octonaria
ASV_3435		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_3436		Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Stephanodiscus	
ASV_3437		Ciliophora	Spirotrichea		Tontoniidae	Pseudotontonia	
ASV_3439			Dinophyceae				
ASV_3440	Metazoa	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Aglaura	Aglaura hemistoma
ASV_3441			Dinophyceae				
ASV_3443			Dinophyceae				
ASV_3450		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	
ASV_3451	Metazoa	Arthropoda	Insecta				
ASV_3452			Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	
ASV_3453			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_3454		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia cf. cuspidata
ASV_3455		Haptophyta		Isochrysidales	Isochrysidaceae	Isochrysis	
ASV_3456			Dinophyceae				
ASV_3457		Picozoa					
ASV_3459			Dinophyceae				
ASV_3461			Dinophyceae				
ASV_3463			Acantharea	Holacanthida	Acanthochiasmidae	Trizona	
ASV_3490			Bigyra				
ASV_3494			Dinophyceae				
ASV_3495			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_3496			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_3497			Dinophyceae				
ASV_3498		Ciliophora	Spirotrichea		Strombidiidae		
ASV_3499	Metazoa	Arthropoda	Hexanauplia				
ASV_3504	Fungi						
ASV_3507				Apusomonadida	Apusomonadidae		
ASV_3518			Dinophyceae				
ASV_3522			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium spirale
ASV_3530		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_3531		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina acantha
ASV_3535		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_3538			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_3545			Dinophyceae				
ASV_3550			Dinophyceae				
ASV_3554			Dinophyceae	Gymnodiniales	Ceratoperidiniaeceae	Ceratoperidinium	Ceratoperidinium falcatum
ASV_3555		Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Neocalyptrella	Neocalyptrella robusta
ASV_3556		Bacillariophyta	Mediophyceae	Biddulphiales	Biddulphiaceae	Biddulphia	
ASV_3567		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_3585			Acantharea				
ASV_3586			Dinophyceae				
ASV_3587			Dinophyceae				
ASV_3597			Dinophyceae				
ASV_3598			Bolidophyceae	Parmales	Triparmaceae	Triparma	
ASV_3609	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	
ASV_3610		Bacillariophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	Amphora beaufortiana
ASV_3611		Haptophyta		Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_3612			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	
ASV_3613		Bacillariophyta	Fragilariophyceae	Licmophorales	Licmophoraceae	Licmophora	Licmophora reichardtii
ASV_3614		Bacillariophyta	Mediophyceae				
ASV_3615	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus galloprovincialis
ASV_3617			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_3619			Dinophyceae				
ASV_3620		Ciliophora	Litostomatea	Haptorida	Spathidiidae	Spathidium	
ASV_3621			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	
ASV_3622			Dinophyceae				
ASV_3646		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis pouchetii
ASV_3649		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_3650			Dinophyceae				
ASV_3658		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_3662			Dinophyceae	Peridiniales	Protoperidiniaceae	Islandinium	Islandinium tricingulatum
