,PC1,PC2,PC3,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6769,-0.0011326437051743857,0.005484920918561503,-0.0049810027388298974,,,Dinophyceae,,,,
ASV_6770,-0.0013650313669726546,0.006116148349955205,-0.005422169404489737,,,,,,Telonemia,
ASV_6771,4.675486419025812e-05,6.169930561724438e-05,0.00026194140185567874,,Ciliophora,Spirotrichea,,Cyrtostrombidiidae,Cyrtostrombidium,Cyrtostrombidium paralongisomum
ASV_6773,-0.0027842166337947944,0.011967999576378155,-0.01134498680770425,,,Dinophyceae,,,,
ASV_6774,-0.0015713876383187091,0.00695680223227265,-0.006562339093779823,,,Dinophyceae,,,,
ASV_6775,-0.002659234398621546,0.011596350526704314,-0.011252648760002908,,,Dinophyceae,,,,
ASV_6776,-0.0013802885572168568,0.005731765791153898,-0.005427686152081678,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa pygmaea
ASV_6779,-0.001289963754494119,0.005500400713544385,-0.005099465603490666,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
ASV_6781,-0.002592488934017988,0.011471697059168865,-0.011116074749423032,,,Dinophyceae,,,,
ASV_6784,-0.001121078447968396,0.004992706446238055,-0.004677811245769233,,Haptophyta,,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium kappa
ASV_6787,-0.0026643736311826927,0.011534834379863903,-0.010925536521644337,,,Dinophyceae,,,,
ASV_6790,-0.0024491857306663148,0.011390489668169294,-0.01066490363040853,,,Dinophyceae,,,,
ASV_6794,-0.015636269358739473,-0.007596609345076196,-0.01333982289270251,,,Dinophyceae,,,,
ASV_6797,-0.008257061502795272,0.0030536073151617967,-0.011904876275816179,,,Cryptophyceae,Cryptomonadales,,,
ASV_6798,-0.014396921936862485,-0.007632268463598555,-0.011988173954444141,,,Dinophyceae,,,,
ASV_6800,-0.013446514051751979,-0.004938094099916175,-0.012601652344280935,,,Dinophyceae,,,,
ASV_6801,-0.00827381493920889,0.003284687106353613,-0.011777276578391461,,,Dinophyceae,,,,
ASV_6802,-0.019895230962789893,-0.01579828022577752,-0.0127253930900456,,Cercozoa,,,,,
ASV_6804,-0.010737456343588326,-0.008489794673210439,-0.006699407920316066,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira aestivalis
ASV_6805,-0.010119411202589523,0.0004657212744457392,-0.012001757015759715,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira concaviuscula
ASV_6811,-0.011820526437307025,-0.009261128317511117,-0.007494651987976592,Metazoa,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Hymedesmia,Hymedesmia pansa
ASV_6815,-0.010761746401010786,-0.008578449866019968,-0.006745748798112182,,,Dinophyceae,,,,
ASV_6820,-0.008639504512720114,-0.0055438913623943285,-0.006325352412810264,Metazoa,Arthropoda,Insecta,,,,
ASV_6821,-0.0022144039183932683,-0.0018391647582377245,-0.0011040000843833705,Metazoa,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Hymedesmia,
ASV_6829,-0.010200591606713902,-0.008182410707181382,-0.0064546096970085325,,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,
ASV_6830,-0.00485460786858875,0.0009371535406218351,-0.006331926882886262,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Debaryomyces,Debaryomyces maramus
ASV_6835,-0.0033797517824099717,-0.0029253939552827696,-0.0020542657895542874,,,Dinophyceae,,,,
ASV_6839,-0.007458231795025634,-0.0011283369899928038,-0.007919016587408702,,,Bigyra,,,,
ASV_6840,-0.012768941957170092,-0.0049476782153926565,-0.012053239746756258,,Bacillariophyta,Mediophyceae,,,,
ASV_6841,-0.004764730220290534,-0.0038992329140048335,-0.0027603719890662887,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_6842,-0.008550094800113244,0.003544709428376722,-0.012440729121997366,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_6843,-0.012646845039144315,-0.005228966228726828,-0.011774716900735735,,,Dinophyceae,,,,
ASV_6844,-0.007261854287128005,-0.002706086980017926,-0.006722658752548144,,,Dinophyceae,,,,
ASV_6852,-0.006128144082586057,-0.0007028902389578556,-0.006884238208551461,,,Dinophyceae,,,,
ASV_6854,-0.0022303695517064516,-0.0018574421219392952,-0.0011870080207669119,,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis
ASV_6857,-0.0015961602678343527,-0.0014246817900108184,-0.0007756263361675638,,,Dinophyceae,,,,
ASV_6858,-0.0034664726928414187,-0.002964825493923531,-0.0021597629956652668,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_6864,-0.0021810918450987657,0.006359092218336872,-0.006505607853542127,,,Dinophyceae,,,,
ASV_6865,0.01750465999513595,-0.004779515724935578,-0.015535745158146888,,,Dinophyceae,,,,
ASV_6876,-0.0017939188120161445,-0.0007263454159228417,-0.00017479638835011892,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii
ASV_6879,0.0024021773531221367,0.006771106743076263,-0.0015615922693130292,,,Dinophyceae,,,,
ASV_6887,0.011993662339706676,-0.00825952061309103,-0.004935856745157883,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_6888,-0.005346844074839738,-0.000662402399423472,-0.0008748842057698163,,,Dinophyceae,,,,
ASV_6889,-0.004352555708069056,-4.5504547640693024e-05,-0.0010062182580143938,,,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax spinifera
ASV_6890,-0.0046483458717983765,-0.0003365033824433473,-0.0010501099634658627,,,Dinophyceae,,,,
ASV_6891,-0.0048420404052143175,-0.0009110160373659701,-0.0007921101629062643,Metazoa,Rotifera,,,,,
ASV_6892,-0.008094049520365429,5.0748204472713564e-05,-0.0018481336007416702,,,Dinophyceae,,,,
ASV_6893,-0.005112511730173655,-0.0005169874356087962,-0.0008207747539239724,Fungi,Chytridiomycota,Chytridiomycetes,,,,
ASV_6894,0.004963165054733506,0.004177582944213665,-0.007364725703680638,,,,,,Telonemia,
ASV_6895,-0.004505852676691175,0.0088674827164672,-0.011457429855087,,,Dinophyceae,,,,
ASV_6896,0.010114157458829041,-0.00872283046520328,-0.005806779675809254,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calanidae,Limnocalanus,Limnocalanus macrurus
ASV_6897,0.003164573719884002,0.014795974684656363,-0.006240063362742897,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa pygmaea
ASV_6898,0.0031109498164269204,0.010926211037814364,-0.008048946825861094,,Haptophyta,,,,,
ASV_6899,0.005930892180915443,0.028115074326976405,-0.012063166638543564,,,Dinophyceae,,,,
ASV_6900,-0.0011944244635268822,0.0012218242208159665,-0.0020436018728921717,,,,,,Telonemia,
ASV_6901,0.0008263933854439962,0.003998035380639128,-0.001401600938348446,,,Dinophyceae,,,,
ASV_6902,0.0029192080568452776,0.013517143741456555,-0.005607765210625278,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_6903,0.005651499062472966,0.02713657628249646,-0.011639758126709098,,,Dinophyceae,,,,
ASV_6904,0.0033028616668505264,0.023766316759800385,-0.011954641409506549,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_6905,-0.008148145591946312,-0.0038592851343876573,-0.006944687969041627,,,Dinophyceae,,,,
ASV_6906,0.0029413613871211684,0.014109649317325177,-0.005848424150088805,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella capitata
ASV_6907,0.000722036587592995,0.017001467625616475,-0.010911098485187405,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina throndsenii
ASV_6909,0.002961766675222087,0.014744371415946275,-0.006171577782398847,,,Dinophyceae,,,,
ASV_6910,-0.00412302918384536,0.010013650312115086,-0.01193188981838577,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_6911,0.0007925405360279208,0.003211838896431966,-0.0010659454956813016,,,Dinophyceae,,,,
ASV_6912,-0.006356239109354868,-0.018665106513867512,-0.020080049990606946,Metazoa,Arthropoda,Insecta,,,,
ASV_6913,0.00112598342662588,0.012494988734790484,-0.007123805269880618,,,Pelagophyceae,,,,
ASV_6914,0.01466485386872803,-0.00032097206057287364,-0.008695281373190401,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_6915,-0.004899120433833528,0.01893463918791189,-0.01892224161512553,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_6916,-0.007817678813341887,0.004387379404724443,-0.01225717632023147,,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora graeffeana
ASV_6917,0.00775408237911263,0.00954643008526925,-0.01949109397371781,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_6918,-0.00674730439339939,0.007780399177106111,-0.013057076890509308,,,Dinophyceae,,,,
ASV_6919,0.0008241247601838858,0.003981784354569222,-0.0013946736878421508,,,Dinophyceae,,,,
ASV_6920,0.0030191239268382787,0.015062641223531782,-0.006308111083834186,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,,
ASV_6921,0.0008122198468393148,0.003602494565630488,-0.0012015954573253679,,,Dinophyceae,,,,
ASV_6922,0.014512198619093234,-0.005344422728036351,-0.00770852845763834,,,Dinophyceae,,,,
ASV_6923,0.003235440739712309,0.02331078389314677,-0.011894359558666513,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_6924,0.003478013836249369,0.016500034519834655,-0.006929073478667652,,,Dinophyceae,Peridiniales,Pfiesteriaceae,Chimonodinium,Chimonodinium lomnickii
ASV_6925,0.006886325019329252,0.005308464847299741,-0.013185262287813033,,Ciliophora,Spirotrichea,,Strombidiidae,Strombidium,
ASV_6926,0.0006421532826714438,0.010832008241348919,-0.006488054041648192,,,Dinophyceae,,,,
ASV_6927,-0.0031193108160832666,0.0031992125450384197,-0.002003751675895363,,,Dinophyceae,,,,
ASV_6928,-0.008114328763805913,-0.0002627384608710223,-0.001719226929739073,,,Dinophyceae,,,,
ASV_6929,-0.0021115377589131195,7.197150529051637e-05,-0.00013337717235688601,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Bentheuphausiidae,Bentheuphausia,Bentheuphausia amblyops
ASV_6930,0.0024374323934465265,0.008504046386859093,-0.0037665387775660487,,,Dinophyceae,,,,
ASV_6932,0.011447857089120238,-0.008936390996598497,-0.002556207900686081,,Ciliophora,Spirotrichea,,Tontoniidae,,
ASV_6933,0.011353548865162261,-0.007442743931917006,-0.004242015912188778,,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus minimus
ASV_6934,0.0018104839513827893,-0.008193414167674915,-0.014340339089679466,Metazoa,Arthropoda,Insecta,,,,
ASV_6935,0.021643422321612486,-0.014376456195939455,-0.008714003244188537,,,Dinophyceae,,,,
ASV_6936,0.0114795257182331,-0.008934244934768845,-0.002668462073505735,,,Dinophyceae,,,,
ASV_6937,-0.0037755115728012574,-0.019049014384325463,-0.014082379072873762,,,Dinophyceae,,,,
ASV_6938,0.022619525943343897,-0.015797503394411955,-0.008615547565312241,,Haptophyta,,,,,
ASV_6939,0.02196624662059699,-0.014579706936255642,-0.00889425226280694,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium dominans
ASV_6940,0.023467276622940823,-0.015395768082012286,-0.009514273514260223,Metazoa,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Anomalocera,Anomalocera patersoni
ASV_6942,0.0016659623616520779,-0.009855932152122762,-0.01390523975141747,,,Dinophyceae,Suessiales,,,
ASV_6943,0.010459289394836584,-0.0067376620697763845,-0.004269547574471979,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,,
ASV_6944,0.011725363556349908,-0.008108957301172488,-0.004758040512994706,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
ASV_6945,0.00850682376484757,-0.013745781687417817,-0.009512733132581844,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV_6947,0.021044210082625612,-0.013931959064789124,-0.008636854428114035,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_6948,0.007596013984276256,-0.004896080646328708,-0.002963057804111021,Metazoa,Arthropoda,Insecta,,,,
ASV_6949,0.004118682181506924,-0.01179731091481967,-0.008644074184635185,,,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium pseudogonyaulax
ASV_6950,0.0032714731831062355,-0.013594925391626518,-0.00955073087226098,,,Dinophyceae,,,,
ASV_6951,0.01220849037742278,-0.008419187356713138,-0.0049782004054977165,,,Chrysophyceae,,,,
ASV_6952,-0.010288872614839248,-0.011726074450362084,-0.009292738076245552,,,Eustigmatophyceae,,,,
ASV_6953,0.008661409551288763,-0.005865476209214904,-0.003411471735896311,,,Dinophyceae,,,,
ASV_6954,0.006759723543730075,-0.009954432642560218,-0.007184648164795058,,,Dinophyceae,,,,
ASV_6955,0.011081732709124506,-0.008560831602121262,-0.0028883537951346727,,,Dinophyceae,,,,
ASV_6956,0.008584741343618321,0.0018585755700208898,-0.01277391788092422,,Haptophyta,,,,,
ASV_6957,-0.011440748066043187,-0.013127901036141545,-0.010033832741011554,,,Dinophyceae,,,,
ASV_6960,-0.0023574534378020314,-0.01094989834000248,-0.008110642561787026,,,Dinophyceae,,,,
ASV_6961,0.006341568704265979,-0.004270426842270688,-0.0023275914367950124,,,Dinophyceae,Peridiniales,Ensiculiferaceae,Pentapharsodinium,
ASV_6962,-0.0034628476165645596,-0.01872535170338385,-0.014027894722009271,,,Dinophyceae,,,,
ASV_6964,-0.007759622731419002,-0.004160142553469085,-0.004154110671130826,,,Dinophyceae,,,,
ASV_6965,0.036199703934909615,-0.023760112407732775,-0.01536260823403561,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_6966,-0.002143985031054567,5.679751621559328e-06,-0.00016548401465589597,,,Dinophyceae,,,,
ASV_6967,0.011406451105298004,-0.00847715737970094,-0.006012155423546588,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV_6968,0.011059395302313509,-0.0072474079306656895,-0.004120326530295909,,,Choanoflagellata,Acanthoecida,Stephanoecidae,,
ASV_6970,-0.005143375537686549,-0.004370751769499699,-0.003422976180964327,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_6971,0.007110267844312876,-0.004434819223981144,-0.0028760408770412134,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,
ASV_6972,0.007110267844312876,-0.004434819223981144,-0.0028760408770412134,,,Dinophyceae,,,,
ASV_6973,0.022727877344258213,-0.014675593501456226,-0.009363358787971484,,Bacillariophyta,Mediophyceae,,,,
ASV_6974,0.00808989971037782,-0.005347983893744818,-0.0033030731415009218,,,Bigyra,Oblongichytrida,,Oblongichytrium,
ASV_6975,0.007085096572923112,-0.00447210204267295,-0.00270461797155562,,,Dinophyceae,Suessiales,,,
ASV_6976,0.007110267844312876,-0.004434819223981144,-0.0028760408770412134,,Cercozoa,Imbricatea,Euglyphida,Paulinellidae,Paulinella,
ASV_6977,0.007085096572923112,-0.00447210204267295,-0.00270461797155562,Viridiplantae,Streptophyta,Charophyceae,Charales,Characeae,Nitella,Nitella axillaris
ASV_6978,0.007044541620592117,-0.004177683125986101,-0.0030965235534254746,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_6980,-0.004005148141611825,-0.009226365906002437,-0.0077586279872851405,,,Bigyra,,,,
ASV_6981,0.03611548149188865,-0.023990155869555614,-0.01515572680915935,,,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
ASV_6982,0.007329017070227811,-0.004487465190781214,-0.003197234766861532,,,Dinophyceae,,,,
ASV_6983,0.011401149416431361,-0.009741474889092546,-0.020380357735607778,,,Dinophyceae,,,,
ASV_6984,0.019053954531674744,-0.011657740150510932,-0.00860219758089152,,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Amphorellopsis,Amphorellopsis acuta
ASV_6985,0.021853311529572778,-0.013531092319742376,-0.00963015309422237,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium fulvescens
ASV_6986,0.01914679979423766,-0.00813656015882045,-0.0145511346090908,,,Dinophyceae,,,,
ASV_6987,0.0494147414528794,-0.03205870842480894,-0.021233734871853604,,,Dinophyceae,,,,
ASV_6988,0.016018385401711837,-0.03073913466996237,-0.02312680944355041,,,Dinophyceae,,,,
ASV_6989,0.018441473332884095,-0.01901636375073647,-0.014483947172496547,,,Dinophyceae,,,,
ASV_6990,0.034808938230842114,-0.022438075896638834,-0.015343395383665753,,Ciliophora,Spirotrichea,,,,
ASV_6991,-0.01206952209833911,-0.017241424513724003,-0.02099207599815532,,Bacillariophyta,Mediophyceae,,,,
ASV_6992,0.011073460131670524,-0.007687073185563212,-0.004497338004845473,,,Dinophyceae,,,,
ASV_6994,0.009811230133957018,-0.006316820005283713,-0.00400863421675058,,,Dinophyceae,Blastodiniales,,Blastodinium,Blastodinium contortum
ASV_6995,0.021044210082625612,-0.013931959064789124,-0.008636854428114035,,,Dinophyceae,,,,
ASV_6996,0.0036438873377419474,0.017657095172356026,-0.007448866736662487,,Cercozoa,Thecofilosea,,Ebriacea,,
ASV_6997,0.00361316935438082,0.01665150465189238,-0.0069375764798641935,,,Dinophyceae,,,,
ASV_7006,0.012311822575716105,-0.009548584444117377,-0.003638489940960834,Metazoa,Arthropoda,Insecta,,,,
ASV_7057,-0.00536039969936202,-0.004367618313107385,-0.003260766888382643,,,Dinophyceae,,,,
ASV_7066,0.01960422187607092,-0.00310126595118454,-0.0214470548784316,,,Dinophyceae,,,,
ASV_7068,-0.01297363962920622,-0.0026076083871921117,-0.013237672084046116,,,Dinophyceae,,,,
ASV_7069,0.0009929314654230465,0.004246455526915114,-0.0015013411596485793,,,Dinophyceae,,,,
ASV_7070,0.0008694599692898727,0.003538975087952074,-0.0011907437870328288,,,Dinophyceae,,,,
ASV_7072,-0.00029409441264602933,0.00787941032393887,-0.005663929402881949,,,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum lohmannii
ASV_7073,0.0029646124162008435,0.01366943947503499,-0.0056508212925305695,,,Dinophyceae,,,,
ASV_7074,0.007718771456729752,0.001808375546122119,-0.01405423848267872,,,Dinophyceae,,,,
ASV_7075,0.0030394733328658378,0.0145829165940057,-0.006029192878421639,,Ciliophora,Spirotrichea,,Tontoniidae,Pseudotontonia,Pseudotontonia simplicidens
ASV_7078,0.005729477228082955,0.027591145305423826,-0.011802126828910305,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV_7079,0.005729477228082955,0.027591145305423826,-0.011802126828910305,,Haptophyta,,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_7080,0.003252725216908895,0.015575356137730844,-0.006557620280592387,,,Chrysophyceae,,,,
ASV_7081,0.0058840308870049835,0.027929429344560837,-0.012037309476323966,,Bacillariophyta,Mediophyceae,,,,
ASV_7082,0.0032396850870166955,0.015119317403301129,-0.006296729226874399,,,Dinophyceae,,,,
ASV_7086,0.005837987450858212,0.026321091345644414,-0.0112688949615567,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium neptuni
ASV_7087,0.002853792433399841,0.021836160967633595,-0.01152306955720488,,Bacillariophyta,Mediophyceae,,,,
ASV_7090,0.006687490613851188,-1.5282209167020979e-06,-0.014178304448368161,,,Dinophyceae,,,,
ASV_7091,0.005856269031456058,0.027524911162453116,-0.011811015953805857,,,,,,,
ASV_7095,0.02445907041038343,-0.0028619875715883325,-0.014619836714677207,,,Dinophyceae,,,,
ASV_7097,0.026498478186210005,0.01192129525496736,-0.02028684772691703,,,Dinophyceae,,,,
ASV_7099,0.003172624396816208,0.015668632720435186,-0.00657712357339874,,,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,
ASV_7130,0.001381545856833307,0.0061037897024471665,-0.0023793182100233447,,,Dinophyceae,,,,
ASV_7131,-0.005021118609413919,0.00157421772471564,-0.006851693349335105,,,Dinophyceae,,,,
ASV_7175,-0.0017939188120161445,-0.0007263454159228417,-0.00017479638835011892,,Bacillariophyta,,,,,
ASV_7216,-0.0025324670372635118,-0.0004928376654901651,-0.0003483643347614765,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,
ASV_7220,-0.008908528835890432,-0.0001456451556574407,-0.0020254901629042,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_7223,-0.00303064681680945,0.00017461182501944463,-0.00034450179113810445,,,Dinophyceae,,,,
ASV_7225,-0.00189452972232436,0.0039718526746687025,-0.003940429004809,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Bacterosira,
ASV_7228,-0.005536962673092588,0.0004497933385177301,-0.0012427026673784132,Viridiplantae,Chlorophyta,Trebouxiophyceae,,,Picochlorum,
ASV_7230,-0.005536962673092588,0.0004497933385177301,-0.0012427026673784132,,,Dinophyceae,,,,
ASV_7232,-0.005536962673092588,0.0004497933385177301,-0.0012427026673784132,,Cercozoa,,,,,
ASV_7233,-0.003244407990496151,0.007372073093678873,-0.00715112581758795,,,Dinophyceae,,,,
ASV_7239,-0.002841222649571057,0.00028233712797968253,-0.0003695257619422773,,,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,
ASV_7240,-0.008428207140871561,-0.0008627548227298418,-0.007889217769787587,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV_7241,-0.0023911869514780574,0.00024913448337520887,-0.0003399247113282617,,,Dinophyceae,,,,
ASV_7242,0.004896008131607114,0.0030203085941809074,-0.012389581121498282,,,Dinophyceae,,,,
ASV_7243,0.012858103757902885,-0.008258480547803744,-0.005085495632854243,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_7244,-0.008908528835890432,-0.0001456451556574407,-0.0020254901629042,,,Dinophyceae,,,,
ASV_7245,-0.002988824739234668,-0.0004693558703821245,-0.00034341074142174284,,,Dinophyceae,,,,
ASV_7246,-0.0058977573590937565,-0.00019674264178608968,-0.0013513570713696449,,,Dinophyceae,,,,
ASV_7247,-0.005056785762248728,-0.00029442500370317927,-0.0012238892299248063,,,Dinophyceae,,,,
ASV_7252,0.0018222570565163984,-0.011731428586080325,-0.00958200382725266,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra weissflogii
ASV_7253,-0.007029938151301418,-0.005213434284661496,-0.0042472287144014,,Bacillariophyta,Fragilariophyceae,Fragilariales,Staurosiraceae,Plagiostriata,Plagiostriata goreensis
ASV_7254,-0.0026317893998422243,-4.643245179142325e-05,-0.0005812565401831501,,,Dinophyceae,,,,
ASV_7255,-0.002873849039307448,0.007281939716528696,-0.007303997048352279,,,Dinophyceae,,,,
ASV_7257,-0.005668504805827311,-0.0013209125416544284,-0.0010977485627251128,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_7258,-0.0024798696992983796,-0.0006268578073551489,-0.0004374496802156997,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra guillardii
ASV_7260,-0.015776482503320467,-0.011521171049965227,-0.00903242198711647,,,,Telonemida,,Telonema,Telonema subtile
ASV_7262,-0.0055461052443533665,-0.001158811952618568,-0.0010105237544682422,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra guillardii
ASV_7264,-0.0025745908963692794,-0.0006383375728842412,-0.0003536405331417998,,,Dinophyceae,,,,
ASV_7265,-4.443324195553575e-05,-0.0018713011023351956,-0.0009142349984358951,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,
ASV_7266,-0.005351726323979076,-0.0005852275938216314,-0.0012671190340502075,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_7268,-0.014362324969681827,-0.007303446003171719,-0.006176584073791824,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_7269,-0.005056785762248728,-0.00029442500370317927,-0.0012238892299248063,,,Dinophyceae,,,,
ASV_7270,0.0026847986224563395,-0.0002273818139314322,-0.00642093927132613,,,Dinophyceae,,,,
ASV_7271,-0.003482428350126474,-0.0003650993869196842,-0.0005036855561608591,,,Dinophyceae,,,,
ASV_7276,0.013288632261348864,0.012818808999277943,-0.015120773741800772,,,Dinophyceae,,,,
ASV_7278,0.00407320968649739,0.01887769423378939,-0.008081217351318738,,,Dinophyceae,,,,
ASV_7279,0.007769021081409595,0.012909653459148499,-0.008915317237710958,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV_7280,0.004125465853437734,0.02000218689387842,-0.008554142558791883,,,Dinophyceae,,,,
ASV_7281,-0.0007504622419139233,0.003267347811548425,-0.002956296167582932,Metazoa,Arthropoda,Hexanauplia,,,,
ASV_7282,0.001778734898384644,0.009312040898908466,-0.0037749815114407797,,Cercozoa,Thecofilosea,,,Mataza,
ASV_7283,0.0013706309804950004,0.006720494763292489,-0.0025939862743037593,,Cercozoa,Imbricatea,Euglyphida,Paulinellidae,Paulinella,
ASV_7284,0.005824612535866799,-0.0005011979387613307,-0.003048071274711451,,,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos gravidus
ASV_7285,-0.006915390892680252,0.0014053299607846396,-0.009110253327804359,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,
ASV_7292,0.0017464784012549705,0.00828435093308468,-0.003251833865741409,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV_7295,0.0017464784012549705,0.00828435093308468,-0.003251833865741409,,Cercozoa,,,,,
ASV_7305,0.004254388347988343,0.027491926641081632,-0.013729089303072789,,Ciliophora,Spirotrichea,Tintinnida,Codonellopsidae,Stenosemella,
ASV_7306,0.001985982916440377,0.007343725815288787,-0.0026157014452498823,,,Dinophyceae,,,,
ASV_7308,0.0012969699787575735,0.005774583425081249,-0.0021903452539356045,,,Dinophyceae,,,,
ASV_7309,0.0016200066058564499,0.007581916260178551,-0.0029472251553496367,,,Dinophyceae,,,,
ASV_7310,0.00396306951850535,0.018645974992319493,-0.00791734936727494,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
ASV_7312,0.00396306951850535,0.018645974992319493,-0.00791734936727494,,Ciliophora,Spirotrichea,,Strombidiidae,,
ASV_7313,0.0014418207941412089,0.013517198029727121,-0.00742127960392645,,Haptophyta,,Zygodiscales,Helicosphaeraceae,Helicosphaera,Helicosphaera carteri
ASV_7315,0.0014344860978807224,0.006871275620025785,-0.0026952246584584405,,,Dinophyceae,,,,
