#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_4	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	unassigned
ASV_6	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	unassigned
ASV_10	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	unassigned
ASV_13	Eukaryota	unknown	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Ensiculifera	Ensiculifera imariensis
ASV_19	Eukaryota	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Pyramimonas parkeae
ASV_24	Eukaryota	Bacillariophyta	Mediophyceae	unassigned	unassigned	unassigned	unassigned
ASV_26	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_28	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_31	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_33	Eukaryota	unknown	Dinophyceae	Gymnodiniales	unassigned	unassigned	unassigned
ASV_41	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_43	Eukaryota	Haptista	Haptophyta	unassigned	unassigned	unassigned	unassigned
ASV_47	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	unassigned
ASV_48	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	unassigned
ASV_50	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium caudispina
ASV_55	Eukaryota	unknown	Dinophyceae	unknown	unknown	Spiniferites	Spiniferites ramosus
ASV_56	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_57	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_65	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	unassigned
ASV_69	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	unassigned	unassigned
ASV_70	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	unassigned	unassigned
ASV_76	Eukaryota	Haptista	Haptophyta	Prymnesiales	Prymnesiaceae	Prymnesium	unassigned
ASV_80	Eukaryota	unknown	Dinophyceae	Peridiniales	Heterocapsaceae	unassigned	unassigned
ASV_81	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Minidiscus	unassigned
ASV_84	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Sinocalanus	unassigned
ASV_85	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_89	Eukaryota	Cercozoa	Thecofilosea	unknown	Ebriacea	Ebria	Ebria tripartita
ASV_90	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	unassigned	unassigned
ASV_93	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus parvus
ASV_95	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus
ASV_100	Eukaryota	Chlorophyta	unknown	Pyramimonadales	unknown	Pyramimonas	Pyramimonas parkeae
ASV_107	Eukaryota	unknown	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. UDMS0803
ASV_108	Eukaryota	unknown	Cryptophyceae	unassigned	unassigned	unassigned	unassigned
ASV_109	Eukaryota	unknown	Dinophyceae	Peridiniales	unassigned	unassigned	unassigned
ASV_112	Eukaryota	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	unassigned
ASV_113	Eukaryota	unknown	Dinophyceae	Syndiniales	unassigned	unassigned	unassigned
ASV_114	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	unassigned
ASV_116	Eukaryota	unknown	Cryptophyceae	unassigned	unassigned	unassigned	unassigned
ASV_117	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	unassigned
ASV_118	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	unassigned
ASV_119	Eukaryota	unknown	unknown	unknown	unknown	unknown	phototrophic eukaryote
ASV_120	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_121	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_125	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	unassigned
ASV_127	Eukaryota	Cercozoa	Thecofilosea	unknown	Ebriacea	Ebria	Ebria tripartita
ASV_131	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus elongatus
ASV_132	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	unassigned
ASV_136	Eukaryota	unknown	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. CCMP1878
ASV_140	Eukaryota	unknown	Dinophyceae	Pyrocystales	Pyrocystaceae	Dissodinium	Dissodinium pseudolunula
ASV_146	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_149	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	unassigned	unassigned
ASV_151	Eukaryota	unknown	Dinophyceae	Peridiniales	Heterocapsaceae	unassigned	unassigned
ASV_152	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	unassigned	unassigned
ASV_156	Eukaryota	Ctenophora	Tentaculata	Cydippida	unassigned	unassigned	unassigned
ASV_157	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_160	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	unassigned	unassigned	unassigned
ASV_161	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona sp. Roadstead of Brest
ASV_171	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_178	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	unassigned
ASV_181	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia seriata
ASV_185	Eukaryota	unknown	unknown	unknown	unknown	unassigned	unassigned
ASV_195	Eukaryota	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	unassigned
ASV_196	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	unassigned
ASV_199	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium minutum
ASV_200	Eukaryota	Mollusca	Bivalvia	Ostreoida	Ostreidae	Lopha	Lopha cristagalli
ASV_205	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	unassigned	unassigned
ASV_211	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_212	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp. ex Prorocentrum micans
ASV_213	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	unassigned	unassigned
ASV_214	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	unassigned
ASV_220	Eukaryota	unknown	unknown	unknown	unknown	unknown	Acantharian sp. 6201
ASV_229	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_233	Eukaryota	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Pyramimonas parkeae
ASV_244	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	unassigned
ASV_245	Eukaryota	unknown	Cryptophyceae	unassigned	unassigned	unassigned	unassigned
ASV_253	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	unassigned
ASV_254	Eukaryota	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_257	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	unassigned
ASV_259	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Euterpinidae	Euterpina	Euterpina acutifrons
ASV_265	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_266	Eukaryota	Ciliophora	Spirotrichea	unknown	Tontoniidae	Pseudotontonia	Pseudotontonia sp. JG-2011a
ASV_269	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_270	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Planktoniella	Planktoniella sol
ASV_271	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_273	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	unassigned	unassigned
ASV_275	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_280	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_285	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_291	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	unassigned
ASV_294	Eukaryota	Arthropoda	Hexanauplia	unassigned	unassigned	unassigned	unassigned
ASV_302	Eukaryota	unknown	Pelagophyceae	Pelagomonadales	unknown	Aureococcus	Aureococcus anophagefferens
ASV_303	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_305	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_308	Eukaryota	unknown	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum triestinum
ASV_310	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_313	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_314	Eukaryota	unknown	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata
ASV_316	Eukaryota	unknown	Pelagophyceae	Pelagomonadales	unknown	Aureococcus	Aureococcus anophagefferens
ASV_320	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium leonis
ASV_322	Eukaryota	unknown	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Ensiculifera	Ensiculifera imariensis
ASV_325	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_336	Eukaryota	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11007
ASV_338	Eukaryota	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_339	Eukaryota	unknown	unknown	unknown	unknown	unassigned	unassigned
ASV_340	Eukaryota	unknown	Cryptophyceae	unassigned	unassigned	unassigned	unassigned
ASV_347	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	unassigned
ASV_348	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_350	Eukaryota	Haptista	Haptophyta	unassigned	unassigned	unassigned	unassigned
ASV_353	Eukaryota	unknown	unknown	unknown	unknown	unknown	unassigned
ASV_354	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paulsenella	Paulsenella vonstoschii
ASV_355	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_358	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_360	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_362	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_363	Eukaryota	Ctenophora	Tentaculata	Cydippida	Pleurobrachiidae	Pleurobrachia	unassigned
ASV_369	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_376	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_379	Eukaryota	Mollusca	Bivalvia	Pectinoida	Placunidae	Placuna	Placuna placenta
ASV_387	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	Codonellidae	Tintinnopsis	unassigned
ASV_388	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_390	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_396	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina sp. NIES-1333
ASV_400	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	unassigned
ASV_401	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_405	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_407	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_411	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_412	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_414	Eukaryota	unknown	unknown	Telonemida	unknown	unassigned	unassigned
ASV_416	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_420	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia hudsonica
ASV_423	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_424	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	unassigned
ASV_426	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	unassigned
ASV_428	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_429	Eukaryota	unknown	unknown	unknown	unknown	unknown	unassigned
ASV_432	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium viride
ASV_433	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	unassigned	unassigned	unassigned
ASV_434	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Brockmanniella	Brockmanniella brockmannii
ASV_435	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Staurosiraceae	Plagiostriata	Plagiostriata goreensis
ASV_436	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_437	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	unassigned
ASV_438	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	unassigned	unassigned
ASV_442	Eukaryota	unknown	unknown	unknown	unknown	unassigned	unassigned
ASV_443	Eukaryota	unknown	unknown	Telonemida	unknown	Telonema	unassigned
ASV_448	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	unassigned
ASV_453	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_459	Eukaryota	unknown	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	unassigned
ASV_462	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium caudispina
ASV_465	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_466	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	unassigned	unassigned	unassigned
ASV_470	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_472	Eukaryota	Mollusca	Bivalvia	Ostreoida	Ostreidae	Ostrea	unassigned
ASV_473	Eukaryota	unknown	Cryptophyceae	Kathablepharidacea	Katablepharidaceae	Leucocryptos	Leucocryptos marina
ASV_476	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	unassigned	unassigned
ASV_479	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	unassigned	unassigned
ASV_481	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira concaviuscula
ASV_482	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	unassigned
ASV_483	Eukaryota	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	unassigned
ASV_485	Eukaryota	unknown	unknown	unknown	unknown	unknown	unassigned
ASV_488	Eukaryota	unknown	unknown	unknown	unknown	unknown	unassigned
ASV_491	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_498	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	unassigned	unassigned
ASV_499	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos tenuis
ASV_500	Eukaryota	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	unassigned	unassigned
ASV_502	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	unassigned
ASV_503	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	unassigned	unassigned
ASV_504	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_509	Eukaryota	Cercozoa	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_512	Eukaryota	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	Aplanochytrium	Aplanochytrium kerguelense
ASV_516	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina strobilus
ASV_518	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_521	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_523	Eukaryota	unknown	Dinophyceae	Syndiniales	unassigned	unassigned	unassigned
ASV_528	Eukaryota	unknown	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	unassigned
ASV_536	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_539	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	unassigned
ASV_542	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_543	Eukaryota	unknown	Dictyochophyceae	Florenciellales	unassigned	unassigned	unassigned
ASV_544	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	unassigned	unassigned	unassigned
ASV_545	Eukaryota	Haptista	Haptophyta	Prymnesiales	unassigned	unassigned	unassigned
ASV_553	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	unassigned
ASV_554	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax spinifera
ASV_555	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	unassigned
ASV_559	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Planktoniella	Planktoniella sol
ASV_562	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	unassigned	unassigned
ASV_563	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_565	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos tenuis
ASV_567	Eukaryota	unknown	Dinophyceae	Peridiniales	Heterocapsaceae	unassigned	unassigned
ASV_568	Eukaryota	unknown	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	unassigned
ASV_569	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_570	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	Cryothecomonas sp. APCC MC5-1Cryo
ASV_572	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Cochlodinium	unassigned
ASV_574	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	Synchaeta	unassigned
ASV_579	Eukaryota	unknown	Dinophyceae	Peridiniales	Peridiniaceae	unassigned	unassigned
ASV_583	Eukaryota	unknown	Bigyra	Oblongichytrida	unknown	Oblongichytrium	unassigned
ASV_587	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	unassigned
ASV_588	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_591	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_593	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	unassigned	unassigned
ASV_595	Eukaryota	unknown	unknown	unknown	unknown	unassigned	unassigned
ASV_597	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_598	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_599	Eukaryota	Bacillariophyta	Mediophyceae	unassigned	unassigned	unassigned	unassigned
ASV_600	Eukaryota	unknown	Bigyra	Nanomonadea	unknown	Incisomonas	Incisomonas marina
ASV_602	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_604	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	unassigned	unassigned
ASV_609	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	unassigned
ASV_616	Eukaryota	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila
ASV_618	Eukaryota	Bacillariophyta	Mediophyceae	unassigned	unassigned	unassigned	unassigned
ASV_619	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_623	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_630	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_632	Eukaryota	unknown	Dinophyceae	Syndiniales	unassigned	unassigned	unassigned
ASV_634	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_635	Eukaryota	unknown	Labyrinthulomycetes	unknown	Thraustochytriaceae	unassigned	unassigned
ASV_639	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Adenoides	Adenoides eludens
ASV_642	Eukaryota	unknown	unknown	unknown	unknown	unassigned	unassigned
ASV_644	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	unassigned
ASV_645	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	unassigned	unassigned
ASV_647	Eukaryota	unknown	Cryptophyceae	Kathablepharidacea	Katablepharidaceae	Katablepharis	Katablepharis japonica
ASV_648	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_649	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_651	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_656	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_658	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani
ASV_661	Eukaryota	unknown	Bigyra	Nanomonadea	unknown	unassigned	unassigned
ASV_662	Eukaryota	Imbricatea	unknown	Thaumatomonadida	unassigned	unassigned	unassigned
ASV_667	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_668	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_670	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_673	Eukaryota	Imbricatea	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_676	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	unassigned	unassigned
ASV_681	Eukaryota	unknown	Dinophyceae	Syndiniales	Duboscquellidae	unassigned	unassigned
ASV_684	Eukaryota	unknown	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Ensiculifera	Ensiculifera imariensis
ASV_688	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_689	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	unassigned
ASV_692	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_693	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium monovelum
ASV_697	Eukaryota	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11072
ASV_702	Eukaryota	unknown	Ichthyosporea	Ichthyophonida	unknown	unassigned	unassigned
ASV_703	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	unassigned
ASV_707	Eukaryota	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	unassigned	unassigned
ASV_709	Eukaryota	unknown	Dinophyceae	Syndiniales	unassigned	unassigned	unassigned
ASV_712	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_718	Eukaryota	unknown	unknown	unknown	unknown	unknown	unassigned
ASV_724	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_726	Eukaryota	Rotifera	Monogononta	Ploima	Trichocercidae	Trichocerca	Trichocerca elongata
ASV_727	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_729	Eukaryota	unknown	unknown	Telonemida	unknown	Telonema	unassigned
ASV_734	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	unassigned	unassigned
ASV_747	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_752	Eukaryota	Arthropoda	Hexanauplia	Sessilia	unassigned	unassigned	unassigned
ASV_753	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	unassigned	unassigned	unassigned
ASV_757	Eukaryota	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Calliacantha	Calliacantha natans
ASV_762	Eukaryota	unknown	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	unassigned
ASV_763	Eukaryota	unknown	Pelagophyceae	Pelagomonadales	unknown	Pelagococcus	Pelagococcus subviridis
ASV_766	Eukaryota	unknown	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. AS-2015
ASV_774	Eukaryota	unknown	Bigyra	unknown	Pseudophyllomitidae	unassigned	unassigned
ASV_777	Eukaryota	unknown	unknown	unknown	unknown	unassigned	unassigned
ASV_784	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	unassigned
ASV_790	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	unassigned	unassigned
ASV_792	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	unassigned	unassigned
ASV_798	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	Alexandrium minutum
