ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6421,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_3627,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_8925,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_7170,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_8969,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_8448,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_7364,,unknown,Dinophyceae,Peridiniales,Peridiniopsidaceae,Peridiniopsis,Peridiniopsis cf. kevei HG327
ASV_5945,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_8919,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_7240,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_8687,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_8752,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_3483,,unknown,Choanoflagellata,Craspedida,Salpingoecidae,,
ASV_7213,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis litoralis
ASV_7805,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_8400,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_6881,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_7163,,Haptophyta,unknown,Isochrysidales,Isochrysidaceae,Isochrysis,
ASV_6472,,Haptophyta,unknown,Prymnesiales,,,
ASV_7497,,Haptophyta,unknown,Isochrysidales,Noelaerhabdaceae,,
ASV_8430,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_7897,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_8788,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_3417,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_8451,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_8426,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_8701,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_8813,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_8823,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_8937,,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_7742,,Haptophyta,unknown,Isochrysidales,Noelaerhabdaceae,,
ASV_6898,,Haptophyta,,,,,
ASV_6938,,unknown,Cryptophyceae,,,,
ASV_6761,,Haptophyta,,,,,
ASV_8968,,Haptophyta,,,,,
ASV_3342,,Haptophyta,,,,,
ASV_8794,,Haptophyta,unknown,Isochrysidales,,,
ASV_8824,,Haptophyta,unknown,Isochrysidales,,,
ASV_8700,,Haptophyta,unknown,Isochrysidales,Noelaerhabdaceae,,
ASV_8783,,Haptophyta,unknown,Isochrysidales,,,
ASV_653,,Haptophyta,,,,,
ASV_8809,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8815,,Haptophyta,,,,,
ASV_8760,,Haptophyta,,,,,
ASV_8827,,Haptophyta,,,,,
ASV_6756,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_6354,,Haptophyta,,,,,
ASV_7202,,Haptophyta,,,,,
ASV_2319,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,,
ASV_2015,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_2266,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,,
ASV_1029,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_2297,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,,
ASV_8829,,Haptophyta,,,,,
ASV_8784,,Haptophyta,,,,,
ASV_5296,,Haptophyta,,,,,
ASV_8715,,Haptophyta,,,,,
ASV_5852,,Haptophyta,,,,,
ASV_8755,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8695,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8803,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_6453,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_6350,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_5607,,Haptophyta,,,,,
ASV_5287,,Haptophyta,,,,,
ASV_5277,,Haptophyta,,,,,
ASV_2267,,Haptophyta,,,,,
ASV_2128,,Haptophyta,,,,,
ASV_7890,,Haptophyta,,,,,
ASV_6448,,Haptophyta,,,,,
ASV_7894,,Haptophyta,,,,,
ASV_7914,,Haptophyta,,,,,
ASV_5586,,Haptophyta,,,,,
ASV_7164,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8940,,Haptophyta,,,,,
ASV_6459,,Haptophyta,,,,,
ASV_6871,,Haptophyta,,,,,
ASV_5292,,Haptophyta,,,,,
ASV_7825,,Haptophyta,,,,,
ASV_2097,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_516,,Haptophyta,,,,,
ASV_17,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8936,,Haptophyta,,,,,
ASV_8000,,Haptophyta,,,,,
ASV_6015,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_7156,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_2556,,Haptophyta,,,,,
ASV_2958,,Haptophyta,,,,,
ASV_5457,,Haptophyta,,,,,
ASV_2055,,Haptophyta,,,,,
ASV_3568,,Haptophyta,,,,,
ASV_3066,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_5609,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa
ASV_8814,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa
ASV_6598,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa
ASV_8804,,Haptophyta,,,,,
ASV_6357,,Haptophyta,,,,,
ASV_3233,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8748,,Haptophyta,,,,,
ASV_7898,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8742,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,,
ASV_2912,,Haptophyta,unknown,Phaeocystales,Phaeocystaceae,Phaeocystis,
ASV_8709,,Haptophyta,,,,,
ASV_3286,,Haptophyta,,,,,
ASV_2188,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_5972,,unknown,Ichthyosporea,Ichthyophonida,,,
ASV_6643,,Picozoa,,,,,
ASV_9090,,Picozoa,,,,,
ASV_7449,,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_5960,,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,
ASV_3634,,Picozoa,unknown,unknown,unknown,unknown,Picobiliphyte sp. MS584-11
ASV_7473,,Picozoa,unknown,unknown,unknown,unknown,Picobiliphyte sp. MS584-11
ASV_9074,,Picozoa,unknown,unknown,unknown,unknown,Picobiliphyte sp. MS584-11
ASV_2239,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_886,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7548,,unknown,Centroplasthelida,unknown,unknown,Meringosphaera,Meringosphaera mediterranea
ASV_2679,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Lauderiaceae,Lauderia,
ASV_2375,,Ciliophora,,,,,
ASV_2906,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_8562,,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_5895,,Ciliophora,,,,,
ASV_3002,,Ciliophora,Oligohymenophorea,Philasterida,Uronematidae,Uronema,Uronema marinum
ASV_2339,,Ciliophora,Prostomatea,,,,
ASV_1056,,Ciliophora,,,,,
ASV_2470,,Ciliophora,Colpodea,,,,
ASV_3191,,Ciliophora,,,,,
ASV_3895,,unknown,Bigyra,Bicosoecida,unknown,Caecitellus,Caecitellus paraparvulus
ASV_913,,unknown,Bigyra,Bicosoecida,Cafeteriaceae,Cafeteria,
ASV_9286,,unknown,Bigyra,Bicosoecida,Cafeteriaceae,Cafeteria,
ASV_6783,,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,unknown,Thraustochytriidae sp. thel2
ASV_3024,,Ciliophora,,,,,
ASV_6647,,Ciliophora,,,,,
ASV_6737,,unknown,Chrysophyceae,,,,
ASV_7960,,unknown,Chrysophyceae,,,,
ASV_6279,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,,
ASV_7624,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,,
ASV_7615,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,,
ASV_9005,,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,,
ASV_3687,,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,Cerataulina pelagica
ASV_2171,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,
ASV_6893,,unknown,Dinophyceae,,,,
ASV_8822,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,
ASV_2194,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_3020,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_7187,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,
ASV_7798,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_5477,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_7698,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_3531,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_5581,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_3235,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_7991,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_7207,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_3220,Viridiplantae,Chlorophyta,,,,,
ASV_8929,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_3323,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_8918,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_8006,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_6615,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_5475,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_8506,,Haptophyta,unknown,Isochrysidales,,,
ASV_5845,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_8739,,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira arctica
ASV_2118,,Bacillariophyta,Mediophyceae,Eupodiscales,,,
ASV_7524,,unknown,unknown,Telonemida,,,
ASV_3560,,unknown,unknown,Telonemida,,,
ASV_8839,,unknown,Cryptophyceae,,,,
ASV_8890,,unknown,Choanoflagellata,Acanthoecida,Acanthoecidae,Cosmoeca,Cosmoeca ventricosa
ASV_9322,,unknown,Choanoflagellata,Acanthoecida,Acanthoecidae,Cosmoeca,Cosmoeca ventricosa
ASV_6917,,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_591,,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_6640,,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_5885,,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_9235,,unknown,Choanoflagellata,,,,
ASV_7411,,unknown,Choanoflagellata,,,,
ASV_7621,,unknown,Choanoflagellata,,,,
ASV_5407,,unknown,Choanoflagellata,,,,
ASV_9062,,unknown,Choanoflagellata,,,,
ASV_9075,,unknown,Choanoflagellata,,,,
ASV_6914,,unknown,Choanoflagellata,,,,
ASV_5490,,Ciliophora,,,,,
ASV_3313,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_8659,,Ciliophora,,,,,
ASV_5504,,Ciliophora,Spirotrichea,,,,
ASV_2051,,unknown,Choanoflagellata,Acanthoecida,Acanthoecidae,Pleurasiga,Pleurasiga reynoldsii
ASV_7418,,unknown,Choanoflagellata,Acanthoecida,Acanthoecidae,Pleurasiga,Pleurasiga minima
ASV_5915,,unknown,Choanoflagellata,Acanthoecida,Acanthoecidae,Pleurasiga,Pleurasiga reynoldsii
ASV_6544,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
ASV_5989,,unknown,unknown,Telonemida,,,
ASV_3678,,unknown,unknown,Telonemida,,,
ASV_2970,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7651,,unknown,unknown,Telonemida,,,
ASV_8992,Viridiplantae,Chlorophyta,,,,,
ASV_6797,,unknown,unknown,Telonemida,,,
ASV_9036,,unknown,unknown,Telonemida,,,
ASV_9055,,unknown,unknown,Telonemida,,,
ASV_6572,,unknown,unknown,Telonemida,,,
ASV_9190,Viridiplantae,Chlorophyta,,,,,
ASV_8488,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_9259,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_8423,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_7782,,Bacillariophyta,Mediophyceae,,,,
ASV_3219,,Bacillariophyta,Mediophyceae,,,,
ASV_7182,,Bacillariophyta,Mediophyceae,,,,
ASV_3514,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,
ASV_6872,,Bacillariophyta,Mediophyceae,,,,
ASV_8932,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_2805,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_5570,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
ASV_8821,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_8942,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_6359,,Bacillariophyta,Mediophyceae,,,,
ASV_8976,,Bacillariophyta,Mediophyceae,,,,
ASV_8007,,Bacillariophyta,Mediophyceae,,,,
ASV_8778,,Bacillariophyta,Mediophyceae,,,,
ASV_6241,,Bacillariophyta,Mediophyceae,,,,
ASV_6855,,Bacillariophyta,Mediophyceae,,,,
ASV_7868,,Bacillariophyta,Mediophyceae,,,,
ASV_8786,,Bacillariophyta,Mediophyceae,,,,
ASV_7905,,Bacillariophyta,Mediophyceae,,,,
ASV_7878,,Bacillariophyta,Mediophyceae,,,,
ASV_5849,,Bacillariophyta,Mediophyceae,,,,
ASV_6361,,Bacillariophyta,Mediophyceae,,,,
ASV_7881,,Bacillariophyta,Mediophyceae,,,,
ASV_6360,,Bacillariophyta,Mediophyceae,,,,
ASV_6356,,Bacillariophyta,Mediophyceae,,,,
ASV_5842,,Bacillariophyta,Mediophyceae,,,,
ASV_8460,,Bacillariophyta,Mediophyceae,,,,
ASV_7896,,Bacillariophyta,Mediophyceae,,,,
ASV_6595,,Bacillariophyta,Mediophyceae,,,,
ASV_8826,,Bacillariophyta,Mediophyceae,,,,
ASV_6105,,Bacillariophyta,Mediophyceae,Triceratiales,Triceratiaceae,Triceratium,Triceratium pentacrinus
ASV_6243,,Bacillariophyta,Mediophyceae,Triceratiales,Triceratiaceae,Triceratium,Triceratium pentacrinus
ASV_6746,,Bacillariophyta,Mediophyceae,Triceratiales,Triceratiaceae,Triceratium,Triceratium pentacrinus
ASV_6456,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_7999,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_6886,,Bacillariophyta,Mediophyceae,,,,
ASV_8787,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_8751,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_153,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_5939,,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,
ASV_8706,,Bacillariophyta,Mediophyceae,,,,
ASV_8463,,Bacillariophyta,Mediophyceae,,,,
ASV_7832,,unknown,Dinophyceae,,,,
ASV_8395,,Bacillariophyta,Mediophyceae,,,,
ASV_8766,,Bacillariophyta,Mediophyceae,,,,
ASV_6631,,Oomycota,,,,,
ASV_5656,,unknown,unknown,Telonemida,,,
ASV_5469,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_9205,,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,
ASV_7260,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_9066,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_7609,Viridiplantae,Chlorophyta,Mamiellophyceae,,,,
ASV_9261,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_6894,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_6900,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_3894,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_7358,,unknown,unknown,Telonemida,,,
ASV_6891,,unknown,Dinophyceae,,,,
ASV_5486,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_2869,,unknown,Cryptophyceae,,,,
ASV_6208,,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_7971,,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,
ASV_7956,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_7319,,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,
ASV_3738,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,,
ASV_6417,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
ASV_3222,,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,,
ASV_8487,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,
ASV_5824,,unknown,Pelagophyceae,,,,
ASV_5588,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_8871,,Bacillariophyta,Coscinodiscophyceae,,,,
ASV_3684,,unknown,Choanoflagellata,Craspedida,Salpingoecidae,Lagenoeca,Lagenoeca sp. antarctica
ASV_2108,,unknown,Ichthyosporea,,,,
ASV_6412,,unknown,Bigyra,Oblongichytrida,unknown,Oblongichytrium,
ASV_6411,,unknown,Bigyra,Oblongichytrida,unknown,Oblongichytrium,
ASV_3472,,Oomycota,,,,,
ASV_777,,Oomycota,,,,,
ASV_2876,,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,Spathidium foissneri
ASV_5688,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_5591,,unknown,unknown,Telonemida,unknown,Telonema,
ASV_7941,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,
ASV_8717,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_8735,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_8457,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_7256,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_5836,,unknown,unknown,Ancyromonadida,Planomonadidae,Planomonas,Planomonas micra
ASV_6518,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_9056,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_5881,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7619,,unknown,unknown,Ancyromonadida,Planomonadidae,Planomonas,
ASV_6592,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,
ASV_7929,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,
ASV_6990,,Ciliophora,Spirotrichea,Tintinnida,,,
ASV_901,,Ciliophora,Spirotrichea,Tintinnida,,,
ASV_5890,,Ciliophora,Spirotrichea,Tintinnida,,,
ASV_8520,,Oomycota,,,,,
ASV_7320,,Ciliophora,Spirotrichea,,,,
ASV_7503,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3859,,unknown,Bigyra,Bicosoecida,Cafeteriaceae,Pseudobodo,
ASV_2710,,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_5877,,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_3887,,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_6932,,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_9021,,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_6767,,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_8738,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_8754,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_8761,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_8732,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_8782,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_8702,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_8796,,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
ASV_2335,,Ciliophora,,,,,
ASV_2613,,Ciliophora,,,,,
ASV_8883,,Ciliophora,,,,,
ASV_7075,,Ciliophora,,,,,
ASV_6994,,unknown,Dinophyceae,Peridiniales,,,
ASV_5465,,unknown,Dinophyceae,Peridiniales,,,
ASV_2082,,unknown,Dinophyceae,,,,
ASV_8953,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_2627,,Ciliophora,,,,,
ASV_3690,,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_6317,,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,,
ASV_9153,,Ciliophora,,,,,
ASV_9185,,Ciliophora,,,,,
ASV_9012,,unknown,Bigyra,Nanomonadea,unknown,Solenicola,
ASV_9116,,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium cf. spirale AR-2015
ASV_2067,,unknown,unknown,unknown,unknown,unknown,Stramenopiles sp. MAST-4C-sp1
ASV_2269,,Ciliophora,,,,,
ASV_2501,,Cercozoa,Thecofilosea,unknown,unknown,Mataza,
ASV_2573,,Cercozoa,Thecofilosea,unknown,unknown,Mataza,Mataza sp. SIOpierMataz1
ASV_2945,,Cercozoa,Thecofilosea,unknown,unknown,Mataza,Mataza sp. SIOpierMataz1
ASV_2045,,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Parastrombidinopsis,Parastrombidinopsis minima
ASV_2013,,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Rimostrombidium,Rimostrombidium veniliae
ASV_845,,Ciliophora,,,,,
ASV_5416,,Ciliophora,,,,,
ASV_8396,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_8443,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_7955,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_8725,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_6406,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
ASV_7895,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_2714,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_5632,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
ASV_3662,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_8753,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_8807,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_7677,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,,
ASV_2677,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_8741,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_8777,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_6660,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_7198,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,
ASV_7589,,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,
