#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1883	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas parkeae
ASV_1884			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	
ASV_1887							metagenome
ASV_1891		Cercozoa					
ASV_1897	Viridiplantae	Chlorophyta					
ASV_1903		Haptophyta		Prymnesiales			
ASV_1906		Evosea	Eumycetozoa		Protosporangiidae		
ASV_1918			Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata
ASV_1921		Cercozoa					uncultured Cercozoa
ASV_1924	Metazoa	Arthropoda	Hexanauplia	Cyclopoida			
ASV_1926			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	
ASV_1930			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	
ASV_1934		Cercozoa					
ASV_1938			Dinophyceae				
ASV_1939							
ASV_1946	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas parkeae
ASV_1955		Ciliophora	Spirotrichea		Strombidiidae	Strombidium	
ASV_1956	Metazoa	Porifera	Demospongiae	Suberitida			
ASV_1958	Metazoa	Porifera	Demospongiae	Haplosclerida			
ASV_1961	Metazoa	Mollusca	Bivalvia	Venerida			
ASV_1965		Cercozoa	Chlorarachniophyceae				
ASV_1966			Bigyra				
ASV_1970			Dinophyceae	Dinophysales	Dinophysaceae	Sinophysis	
ASV_1984		Bacillariophyta	Bacillariophyceae				
ASV_1993			Dinophyceae	Syndiniales			
ASV_1994		Bacillariophyta	Mediophyceae				
ASV_1998		Haptophyta		Isochrysidales	Isochrysidaceae	Isochrysis	Isochrysis galbana
ASV_2001		Haptophyta		Prymnesiales			
ASV_2006			Dinophyceae				
ASV_2016			Cryptophyceae	Cryptomonadales			
ASV_2026	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida			
ASV_2027			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	
ASV_2057			Dinophyceae				
ASV_2068		Cercozoa					
ASV_2070	Metazoa	Annelida	Polychaeta		Scalibregmatidae	Sclerobregma	Sclerobregma branchiata
ASV_2074	Metazoa	Annelida	Polychaeta	Spionida			
ASV_2076	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	Pterosperma cristatum
ASV_2088							
ASV_2096			Dinophyceae				
ASV_2098	Metazoa	Annelida	Polychaeta	Phyllodocida			
ASV_2106	Metazoa	Mollusca	Bivalvia	Venerida			
ASV_2113			Dinophyceae	Syndiniales			
ASV_2115							
ASV_2116	Metazoa	Annelida	Polychaeta		Capitellidae	Capitella	
ASV_2120			Dinophyceae	Syndiniales			
ASV_2121			Dinophyceae	Syndiniales			
ASV_2123			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	
ASV_2129	Viridiplantae	Chlorophyta					
ASV_2131	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	Musculus	Musculus lateralis
ASV_2137			Centroplasthelida				
ASV_2160		Cercozoa					
ASV_2161	Metazoa	Arthropoda	Hexanauplia	Cyclopoida			
ASV_2186							
ASV_2189			Dinophyceae				
ASV_2192		Cercozoa					
ASV_2195		Bacillariophyta	Mediophyceae				
ASV_2197							
ASV_2205		Picozoa					
ASV_2212							
ASV_2216		Cercozoa					
ASV_2224		Ciliophora	Nassophorea				
ASV_2231		Haptophyta		Prymnesiales			
ASV_2235							
ASV_2253		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_2256	Metazoa	Annelida					
ASV_2260							
ASV_2262							seawater metagenome
ASV_2273		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	
ASV_2274							
ASV_2275		Ciliophora	Spirotrichea				
ASV_2284			Dinophyceae	Syndiniales			
ASV_2296			Dinophyceae				
ASV_2298		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae		
ASV_2303							
ASV_2307		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae		
ASV_2311		Picozoa					
ASV_2313		Bacillariophyta	Bacillariophyceae				
ASV_2314		Haptophyta		Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium parvum
ASV_2315		Cercozoa					
ASV_2316		Cercozoa					
ASV_2325			Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhinomonas	Rhinomonas nottbecki
ASV_2328	Fungi	Ascomycota					
ASV_2330							
ASV_2334			Dinophyceae				
ASV_2351			Dinophyceae				
ASV_2352	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	
ASV_2354		Ciliophora	Spirotrichea				
ASV_2361		Cercozoa					
ASV_2381	Viridiplantae	Chlorophyta	Trebouxiophyceae				
ASV_2384	Metazoa	Annelida	Polychaeta		Opheliidae	Euzonus	Euzonus ezoensis
ASV_2395		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae		
ASV_2403		Apicomplexa	Conoidasida				
ASV_2412			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	
ASV_2415		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis pouchetii
ASV_2424	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis batizocoi
ASV_2425		Cercozoa					
ASV_2428			Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	
ASV_2442		Picozoa	Picomonadea	Picomonadida	Picomonadidae	Picomonas	
ASV_2449		Ciliophora	Spirotrichea				
ASV_2451			Dinophyceae				
ASV_2455			Choanoflagellata	Acanthoecida	Acanthoecidae	Pleurasiga	Pleurasiga minima
ASV_2457			Dinophyceae				
ASV_2459							
ASV_2460			Centroplasthelida				
ASV_2465	Metazoa	Arthropoda					
ASV_2472	Metazoa	Porifera					
ASV_2473			Dinophyceae	Syndiniales			
ASV_2474		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros dichaeta
ASV_2475		Bacillariophyta	Mediophyceae				
ASV_2478		Cercozoa					
ASV_2485			Dinophyceae	Gonyaulacales			
ASV_2488			Dinophyceae	Syndiniales			
ASV_2495			Dinophyceae				
ASV_2496		Haptophyta		Prymnesiales			
ASV_2511							
ASV_2515		Ciliophora	Spirotrichea				
ASV_2518	Metazoa	Bryozoa	Gymnolaemata	Cheilostomatida			
ASV_2521			Dinophyceae	Syndiniales			
