#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_9484		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis pouchetii
ASV_9485			Dinophyceae				
ASV_9486			Dinophyceae				
ASV_9487	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales			
ASV_9488		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9489			Dinophyceae				
ASV_9490			Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Stoeckeria	Stoeckeria algicida
ASV_9491			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_9492			Chrysophyceae				
ASV_9493			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium fulvescens
ASV_9494			Dinophyceae	Peridiniales	Pfiesteriaceae	Luciella	
ASV_9495		Cercozoa					
ASV_9496			Chrysophyceae				
ASV_9497		Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	Cyclotella striata
ASV_9498		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	Melosira arctica
ASV_9499		Cercozoa					
ASV_9500		Cercozoa	Thecofilosea			Mataza	
ASV_9501			Dictyochophyceae	Florenciellales		Pseudochattonella	
ASV_9502		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros brevis
ASV_9503			Dinophyceae				
ASV_9504			Dinophyceae				
ASV_9505		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9506			Pelagophyceae	Pelagomonadales			
ASV_9507		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	
ASV_9508		Haptophyta					
ASV_9509			Dinophyceae				
ASV_9510		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	
ASV_9511			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	
ASV_9512			Centroplasthelida	Pterocystida			
ASV_9513			Dinophyceae				
ASV_9514			Bigyra	Nanomonadea			
ASV_9515			Bolidophyceae	Parmales			
ASV_9516			Dinophyceae				
ASV_9517		Cercozoa	Chlorarachniophyceae				
ASV_9518						Telonemia	
ASV_9519			Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos candelabrum
ASV_9520			Dinophyceae				
ASV_9521		Ciliophora	Spirotrichea		Strombidiidae	Laboea	Laboea strobila
ASV_9522		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_9523			Dinophyceae				
ASV_9524		Bacillariophyta	Bacillariophyceae	Naviculales			
ASV_9525	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus furcatus
ASV_9526		Haptophyta					
ASV_9527		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	Melosira arctica
ASV_9528		Ciliophora	Spirotrichea				
ASV_9529			Dinophyceae				
ASV_9530				Apusomonadida	Apusomonadidae		
ASV_9531			Bigyra				
ASV_9532			Dinophyceae				
ASV_9533			Dinophyceae				
ASV_9534			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_9535		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9536			Dinophyceae				
ASV_9537			Acantharea				
ASV_9538			Dinophyceae				
ASV_9539		Cercozoa					
ASV_9540			Dinophyceae				
ASV_9541			Dinophyceae				
ASV_9542			Dinophyceae				
ASV_9543		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9544		Ciliophora	Spirotrichea		Strombidiidae		
ASV_9545			Dinophyceae				
ASV_9546			Dinophyceae				
ASV_9547			Dinophyceae				
ASV_9548			Dinophyceae				
ASV_9549			Dinophyceae	Gymnodiniales	Ceratoperidiniaeceae	Ceratoperidinium	Ceratoperidinium falcatum
ASV_9550			Bigyra	Thraustochytrida	Thraustochytriaceae		
ASV_9551		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
ASV_9552			Bigyra	Nanomonadea			
ASV_9553			Dinophyceae				
ASV_9554	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon roscoffensis
ASV_9555			Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Apocalathium	Apocalathium aciculiferum
ASV_9556		Haptophyta		Prymnesiales	Prymnesiaceae	Prymnesium	
ASV_9557		Haptophyta		Prymnesiales	Prymnesiaceae	Prymnesium	
ASV_9558		Ciliophora	Spirotrichea		Strombidiidae	Varistrombidium	Varistrombidium kielum
ASV_9559	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Amphitrite	Amphitrite ornata
ASV_9560		Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassiothrix	Thalassiothrix longissima
ASV_9561		Bacillariophyta	Coscinodiscophyceae	Asterolamprales	Asterolampraceae	Asteromphalus	
ASV_9562		Cercozoa					
ASV_9563			Dictyochophyceae	Florenciellales			
ASV_9564		Picozoa					
ASV_9565		Bacillariophyta	Coscinodiscophyceae				
ASV_9566		Haptophyta					
ASV_9567		Ciliophora	Spirotrichea				
ASV_9568			Chrysophyceae				
ASV_9569			Dinophyceae				
ASV_9570			Dinophyceae				
ASV_9571		Cercozoa	Thecofilosea				
ASV_9572			Dinophyceae				
ASV_9573			Bigyra				
ASV_9574	Viridiplantae	Chlorophyta	Trebouxiophyceae			Picochlorum	
ASV_9575		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9576			Dinophyceae	Gymnodiniales			
ASV_9577			Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa pygmaea
ASV_9578			Dinophyceae				
ASV_9579			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_9580		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9581			Acantharea				
ASV_9582			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_9583			Dinophyceae				
ASV_9584		Haptophyta					
ASV_9585			Bigyra				
ASV_9586		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae		
ASV_9587		Cercozoa	Thecofilosea				
ASV_9588		Cercozoa					
ASV_9589							
ASV_9590			Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	
ASV_9591		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_9592			Dinophyceae				
ASV_9593			Chrysophyceae				
ASV_9594			Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	
ASV_9595			Bigyra	Nanomonadea			
ASV_9596			Dinophyceae				
ASV_9597		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae		
ASV_9598			Dinophyceae				
ASV_9599			Dinophyceae	Thoracosphaerales	Thoracosphaeraceae		
ASV_9600			Dinophyceae				
ASV_9601		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	
ASV_9602		Cercozoa					
ASV_9603			Dinophyceae				
ASV_9604							
ASV_9605			Dinophyceae				
ASV_9606			Bigyra	Nanomonadea			
ASV_9607		Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
ASV_9608		Cercozoa	Thecofilosea			Mataza	
ASV_9609			Dinophyceae				
ASV_9610	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
ASV_9611		Cercozoa	Imbricatea	Marimonadida			
ASV_9612		Cercozoa	Imbricatea	Marimonadida			
ASV_9613		Cercozoa	Thecofilosea	Cryomonadida			
ASV_9614							
ASV_9615							
ASV_9616			Bigyra				
ASV_9617		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	Melosira arctica
ASV_9618	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	
ASV_9619			Dinophyceae				
ASV_9620			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_9621		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema pseudocostatum
ASV_9622			Cryptophyceae	Cryptomonadales			
ASV_9623	Heunggongvirae	Uroviricota	Caudoviricetes			Triavirus	Triavirus tv3a
ASV_9624			Acantharea	Arthracanthida	Acanthometridae	Acanthometra	Acanthometra pellucida
ASV_9625			Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax spinifera
ASV_9626			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_9627	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	
ASV_9628		Ciliophora	Spirotrichea	Tintinnida	Xystonellidae	Parafavella	
ASV_9629						Telonemia	
ASV_9630		Ciliophora	Phyllopharyngea				
ASV_9631		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira profunda
ASV_9632			Dinophyceae				
ASV_9633		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_9634		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9635		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9636			Dinophyceae				
ASV_9637			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_9638	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	
ASV_9639			Dinophyceae	Peridiniales			
ASV_9640		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9641			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	
ASV_9642			Dinophyceae				
ASV_9643							
ASV_9644		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_9645			Dinophyceae				
ASV_9646			Bigyra				
ASV_9647			Dinophyceae				
ASV_9648			Dictyochophyceae	Florenciellales		Pseudochattonella	Pseudochattonella verruculosa
ASV_9649	Fungi						
ASV_9650			Dinophyceae				
ASV_9651		Cercozoa	Chlorarachniophyceae				
ASV_9652		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9653		Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Ceramium	Ceramium inkyuii
ASV_9654			Dinophyceae	Gymnodiniales	Gymnodiniaceae		
ASV_9655		Haptophyta		Prymnesiales	Prymnesiaceae	Prymnesium	
ASV_9656			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_9657			Dinophyceae				
ASV_9658							
ASV_9659			Bigyra				
ASV_9660			Dinophyceae				
ASV_9661				Pirsoniales		Pirsonia	
ASV_9662		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis pouchetii
ASV_9663		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
ASV_9664			Dinophyceae				
ASV_9665	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus furcatus
ASV_9666		Haptophyta		Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa oceanica
ASV_9667		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9668			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_9669	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia hudsonica
ASV_9670		Cercozoa					
ASV_9671			Dinophyceae				
ASV_9672	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia hudsonica
ASV_9673			Dinophyceae	Peridiniales			
ASV_9674		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros cinctus
ASV_9675		Haptophyta					
ASV_9676	Metazoa	Mollusca	Bivalvia				
ASV_9677		Cercozoa	Imbricatea	Marimonadida			
ASV_9678		Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae		
ASV_9679	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas polaris
ASV_9680			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium fulvescens
ASV_9681			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium fusiforme
ASV_9682			Dictyochophyceae	Pedinellales			
ASV_9683		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9684			Dinophyceae				
ASV_9685			Acantharea				
ASV_9686	Metazoa	Annelida	Polychaeta		Chaetopteridae	Chaetopterus	Chaetopterus pugaporcinus
ASV_9687			Dinophyceae				
ASV_9688		Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros danicus
ASV_9689		Ciliophora	Litostomatea	Cyclotrichida	Mesodiniidae	Askenasia	
ASV_9690			Dinophyceae				
ASV_9691			Chrysophyceae				
ASV_9692		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	
ASV_9693			Dinophyceae	Gonyaulacales	Pyrocystaceae	Dissodinium	Dissodinium pseudolunula
ASV_9694		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira delicatula
ASV_9695			Dinophyceae	Peridiniales			
ASV_9696							
ASV_9697			Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	
ASV_9698			Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	Karenia brevis
ASV_9699		Picozoa					
ASV_9700		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Shionodiscus	Shionodiscus ritscheri
ASV_9701							
ASV_9702			Dinophyceae				
ASV_9703			Dinophyceae				
ASV_9704		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9705			Bigyra				
ASV_9706							
ASV_9707			Dinophyceae				
ASV_9708		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9709			Dinophyceae				
ASV_9710			Dinophyceae				
ASV_9711			Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	
ASV_9712			Dinophyceae				
ASV_9713			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium claudicans
ASV_9714	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Robinia	Robinia pseudoacacia
ASV_9715	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	
ASV_9716		Ciliophora	Spirotrichea				
ASV_9717		Bacillariophyta	Mediophyceae	Eupodiscales	Odontellaceae	Odontella	Odontella rostrata
ASV_9718			Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa steinii
ASV_9719		Ciliophora	Spirotrichea	Euplotida	Euplotidae	Euplotes	Euplotes dammamensis
ASV_9720			Bigyra				
ASV_9721			Dinophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca scintillans
ASV_9722		Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae		
ASV_9723			Dinophyceae				
ASV_9724			Dinophyceae				
ASV_9725			Dinophyceae				
ASV_9726		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9727		Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	Melosira arctica
ASV_9728		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9729			Dinophyceae				
ASV_9730			Bigyra				
ASV_9731		Haptophyta					
ASV_9732		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_9733						Telonemia	
ASV_9734		Cercozoa	Chlorarachniophyceae				
ASV_9735			Dinophyceae				
ASV_9736						Telonemia	
ASV_9737			Bigyra				
ASV_9738		Picozoa	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
ASV_9739			Choanoflagellata	Acanthoecida	Stephanoecidae		
ASV_9740		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	Cryothecomonas aestivalis
ASV_9741		Cercozoa					
ASV_9742			Cryptophyceae	Pyrenomonadales	Chroomonadaceae	Falcomonas	Falcomonas daucoides
ASV_9743			Phaeophyceae	Fucales	Sargassaceae	Cystoseira	Cystoseira hakodatensis
ASV_9744			Polycystinea	Nassellaria			
ASV_9745			Dinophyceae				
ASV_9746			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	
ASV_9747		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Detonula	Detonula pumila
ASV_9748			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	
ASV_9749		Oomycota					
ASV_9750		Bacillariophyta	Fragilariophyceae	Rhaponeidales	Rhaphoneidaceae	Delphineis	
ASV_9751		Haptophyta		Prymnesiales	Chrysochromulinaceae	Chrysochromulina	
ASV_9752			Bigyra				
ASV_9753			Dinophyceae				
ASV_9754			Bigyra				
ASV_9755			Acantharea				
ASV_9756							
ASV_9757			Bigyra				
ASV_9758			Bigyra	Thraustochytrida	Thraustochytriaceae		
ASV_9759		Haptophyta		Prymnesiales	Prymnesiaceae		
ASV_9760			Chrysophyceae				
ASV_9761		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Protaspa	
ASV_9762		Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae		
ASV_9763			Dinophyceae				
ASV_9764		Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	Cryothecomonas aestivalis
ASV_9765		Bacillariophyta	Fragilariophyceae	Licmophorales	Licmophoraceae	Licmophora	Licmophora flabellata
ASV_9766		Cercozoa	Thecofilosea				
ASV_9767			Bigyra				
ASV_9768	Fungi	Cryptomycota					
ASV_9769		Ciliophora	Spirotrichea		Strombidiidae		
ASV_9770		Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Dadayiella	
ASV_9771			Dinophyceae				
