,Davenport_02_0008,Davenport_06_0008,Davenport_11_0008,Davenport_15_0008,Davenport_19_0008,Framstrait_01_0008,Framstrait_05_0008,Framstrait_09_0008,Framstrait_13_0008,Framstrait_17_0008,Bedford_01_0049,Bedford_07_0049,Bedford_13_0049,Bedford_19_0049,Bedford_25_0049,Davenport_02_0049,Davenport_06_0049,Davenport_11_0049,Davenport_15_0049,Davenport_19_0049,Framstrait_01_0049,Framstrait_05_0049,Framstrait_09_0049,Framstrait_13_0049,Framstrait_17_0049,LaJolla_03_0049,LaJolla_09_0049,LaJolla_15_0049,LaJolla_21_0049,LaJolla_27_0049,Plymouth_06_0049,Plymouth_13_0049,Plymouth_19_0049,Plymouth_29_0049,Plymouth_30_0049
Framstrait_13_0049,2.374240393585623,2.397704432381376,2.511502664512266,2.563831972113814,2.638960426123923,0.2386337635301595,0.3352942891853191,0.5942218881026002,0.3483504031785327,0.4222551041578486,1.459715046955257,1.4122485039929698,1.4628706225498673,1.4394048928090137,1.3819569126226428,2.672525174855447,2.696454372756529,2.7008942508563,2.654156249112915,2.721241075290155,0.07660848597026604,0.059321963367092556,0.14302856833521746,0.0,0.11559741228925169,3.2798623279416637,3.350836107773232,3.1442275696950963,3.2870390517229287,3.306186034600047,1.9373016307406423,1.9417615378744957,2.102086735462004,2.0231135711906214,2.0938342429274703
Framstrait_17_0049,2.431777174697111,2.4537081280241857,2.567517120677785,2.6277605253485183,2.6975778155264143,0.24528336640984108,0.3223951161024132,0.6059703512521839,0.3331885631247881,0.41945140225376254,1.4432674659150129,1.410870931010575,1.4654912461697622,1.4401579076303261,1.380219398085622,2.7465576250152526,2.7722115094224216,2.7757910035342803,2.7247335026192583,2.7889983457422587,0.16876992196452775,0.08250672955002002,0.0453359117876984,0.11559741228925169,0.0,3.260390083383519,3.3309584931548444,3.1312342593239793,3.2689241472469,3.2856634215325924,1.9459181837753339,1.9458256906031588,2.0991615564263797,2.031359000996732,2.10777955809121
LaJolla_03_0049,2.7152196464772365,2.670957289891736,2.704261037379806,2.896053084206998,2.8003257169463405,3.1955788205853803,3.125809666493111,2.8636425275479276,3.129511379319295,3.050214075428982,1.9900232606734802,2.0035942814993994,1.9557342004333869,1.9228478701190523,2.0459085886897714,3.045593765588762,3.115281251139228,3.141673890947416,2.9521975453380485,2.9627694424583577,3.333544052696362,3.3111227232982414,3.2731460063747124,3.2798623279416637,3.260390083383519,0.0,0.08656108159461344,0.2333610529458069,0.04118868120954645,0.09140832301907403,1.7163768123506686,1.6556476882143871,1.5413307024797676,1.6045030197430337,1.635790980416058
LaJolla_09_0049,2.7477942371960338,2.702669300028113,2.7330578917866473,2.926399294980381,2.8269083413003746,3.2630334271916093,3.1919493259952505,2.9278910389079598,3.19537037964249,3.115364077377779,2.071224859434662,2.0840505000520264,2.0361184342674203,2.0012551433284913,2.1265592852009925,3.0788229550858746,3.148647126318641,3.1741903585437328,2.984348935942115,2.991799267796401,3.403941281584953,3.38182535438659,3.3430795877104025,3.350836107773232,3.3309584931548444,0.08656108159461344,0.0,0.2819801646501463,0.08939232986577463,0.059774015140541994,1.8009884266080423,1.7403814841154635,1.6274285708961798,1.6887297320217316,1.7194541238862413
LaJolla_15_0049,2.4956449239668173,2.451350437746979,2.4843196755180252,2.67294960897719,2.5792017443049513,3.057541132169009,2.9889512126620565,2.7158158835791295,2.992915329477729,2.9099664839493737,1.8823333141451697,1.8740297919072337,1.8201809751293068,1.7836273464180137,1.9181592428639835,2.816605681591886,2.886156747252126,2.9135531010179414,2.7240319435036677,2.7364336770517084,3.1952624757808965,3.178078605589763,3.144625085491436,3.1442275696950963,3.1312342593239793,0.2333610529458069,0.2819801646501463,0.0,0.20750329166017845,0.26484731041309584,1.5843739512806967,1.5282221840171601,1.4345976852403932,1.4681154501745006,1.4934939792707431
LaJolla_21_0049,2.6946220125060596,2.650050541658463,2.682190108565194,2.8731796994716174,2.7768831683553192,3.2023404249999015,3.1327959934680436,2.8681473940497897,3.136550598466334,3.056444783068603,2.000206691213012,2.0096638821287702,1.9604460327873157,1.9274079244746745,2.0523294714257507,3.0206309142357344,3.090290598570422,3.1170005430428813,2.9273267280917388,2.9377129223229814,3.3402081227257825,3.3188652664395617,3.281841936698645,3.2870390517229287,3.2689241472469,0.04118868120954645,0.08939232986577463,0.20750329166017845,0.0,0.10136800292228548,1.717697196059085,1.6583227590195069,1.5465412190213892,1.6045821396775497,1.6332971003093557
LaJolla_27_0049,2.7101089608656443,2.6652055808076955,2.696571687622105,2.8915109167462116,2.79199787723432,3.2160139713306473,3.1440399786052255,2.87977113934491,3.1472732178635083,3.067101638285944,2.0375079951794346,2.0501653788062657,2.0028116130046345,1.9653458583735373,2.0927984876741457,3.0483750458612158,3.118293719637688,3.1429584045260017,2.953365479937856,2.9601684582055308,3.358996295878774,3.3368073637113715,3.2972759365241675,3.306186034600047,3.2856634215325924,0.09140832301907403,0.059774015140541994,0.26484731041309584,0.10136800292228548,0.0,1.780141319015834,1.718180107645331,1.608800872656883,1.6685677821051146,1.7027513872193043
Plymouth_06_0049,2.268516509396213,2.25298336232444,2.339458742502634,2.4565685820666414,2.4597783139932536,1.9513970970262113,1.9277629836674992,1.7308791356612911,1.9390702080354953,1.881085123872312,0.6113753196798647,0.5549080816057022,0.5014301516090772,0.5746681413915257,0.5808232118363453,2.5171674136619044,2.5716639047458902,2.611233977188915,2.464078333380945,2.538580203633845,1.995850139422358,1.9792181676915301,1.9761108653827375,1.9373016307406423,1.9459181837753339,1.7163768123506686,1.8009884266080423,1.5843739512806967,1.717697196059085,1.780141319015834,0.0,0.08686713839113677,0.25690297137870727,0.12316910592070837,0.19376171853463636
Plymouth_13_0049,2.275382151943353,2.25878191346206,2.3451346645203333,2.468840352803285,2.467572799817286,1.9491831974147882,1.9215936313829383,1.7227038296960537,1.9323861645005758,1.873798675744121,0.5791325521995819,0.5399912345135501,0.4886112241462768,0.5525043575965648,0.5690300673557596,2.5401074622456252,2.595777913278239,2.63379315499866,2.484066437876625,2.5552358795228174,2.0013459025217255,1.9821787851103287,1.974671422439374,1.9417615378744957,1.9458256906031588,1.6556476882143871,1.7403814841154635,1.5282221840171601,1.6583227590195069,1.718180107645331,0.08686713839113677,0.0,0.20274163059844724,0.11964781681048826,0.2344272769975709
Plymouth_19_0049,2.4307152679781296,2.4112352643759953,2.4939244278924195,2.6250031696156,2.615370835144994,2.110426212704185,2.080493216773888,1.888280535709689,2.090874902466762,2.0347911477385514,0.6816788152541257,0.6943337168144079,0.654808753715623,0.7138202408417403,0.7209753681987808,2.7005975855282567,2.7579646699417855,2.7962795817013473,2.6412530366615994,2.7088831373163256,2.164324620462567,2.139788116639271,2.127249512382173,2.102086735462004,2.0991615564263797,1.5413307024797676,1.6274285708961798,1.4345976852403932,1.5465412190213892,1.608800872656883,0.25690297137870727,0.20274163059844724,0.0,0.23035809947137498,0.3123301704597266
Plymouth_29_0049,2.2328953972220194,2.21466023588207,2.2975240407994892,2.4203410880490654,2.416358675555565,2.0260949666024577,1.9978498283021935,1.7871245488223428,2.0085689427516478,1.946280093356313,0.6904055436877647,0.6319561552959777,0.5718456917121344,0.6260747593231027,0.6636110429721235,2.4845902855857918,2.540903016674234,2.580680578433311,2.4281109177472473,2.499366975257174,2.0805176657029443,2.065219883533677,2.0601851241698728,2.0231135711906214,2.031359000996732,1.6045030197430337,1.6887297320217316,1.4681154501745006,1.6045821396775497,1.6685677821051146,0.12316910592070837,0.11964781681048826,0.23035809947137498,0.0,0.12991373110278068
Plymouth_30_0049,2.2361410196750957,2.217766077444604,2.2979777338288714,2.4136050631344874,2.4118701836681278,2.1021995005456944,2.0775854699600758,1.8649095281488939,2.088752725652407,2.0258828023424083,0.7992193526890352,0.7272053308730945,0.6645140897092989,0.7232028333232425,0.7565072562430775,2.461846018438422,2.517347726288675,2.5599858275857263,2.408126855733085,2.482636376123783,2.14948007468675,2.1378576708086126,2.1379153839840304,2.0938342429274703,2.10777955809121,1.635790980416058,1.7194541238862413,1.4934939792707431,1.6332971003093557,1.7027513872193043,0.19376171853463636,0.2344272769975709,0.3123301704597266,0.12991373110278068,0.0
